Run	Bioproject	LibraryLayout	rawCounts	trimmedCounts	predupMapped	dedupMapped	geneCounted
SRR629131	PRJNA177515	SINGLE	9235183	9195646	4661022	1680562	1299265
SRR629132	PRJNA177515	SINGLE	10573276	10454235	4248238	1244115	963561
SRR629133	PRJNA177515	SINGLE	16743882	16205627	8364631	1995574	1189820
SRR629134	PRJNA177515	SINGLE	16198613	15884492	10340981	1560844	922340
SRR629135	PRJNA177515	SINGLE	5551198	5352809	1544865	403856	299455
SRR629136	PRJNA177515	SINGLE	2083128	2022491	570173	153377	107096
SRR629150	PRJNA177515	SINGLE	17722284	17243402	11167367	3245380	1539927
SRR629151	PRJNA177515	SINGLE	17905764	17446405	10550963	1494623	858555
SRR629152	PRJNA177515	SINGLE	8838378	8697571	6860498	2500561	1125991
SRR629153	PRJNA177515	SINGLE	15748515	15494749	11871819	5606264	2534487
SRR629154	PRJNA177515	SINGLE	9584976	9503815	4768457	1520779	1231305
SRR629155	PRJNA177515	SINGLE	18368411	18044970	9851415	1503913	904566
SRR629156	PRJNA177515	SINGLE	18566614	18441923	6044063	202255	126549
SRR629157	PRJNA177515	SINGLE	6584461	6510106	3766329	1142958	903510
SRR629158	PRJNA177515	SINGLE	16299011	16113808	5232381	1314183	1006237
SRR629159	PRJNA177515	SINGLE	8193882	8091237	2454877	691634	536474
SRR629160	PRJNA177515	PAIRED	19108917	18621368	4537877.5	680003	877861
SRR629161	PRJNA177515	PAIRED	18492498	18003685	4400391	690503.5	910248
SRR6396371	PRJNA423227	SINGLE	42189417	42117767	30095542	6142859	4521894
SRR6396372	PRJNA423227	SINGLE	35994276	35942313	27735799	8447252	6294930
SRR6396373	PRJNA423227	SINGLE	38599594	38513863	35487585	6641933	4882630
SRR6396374	PRJNA423227	SINGLE	48948847	48793806	32928292	4431448	3021004
SRR6396375	PRJNA423227	SINGLE	37174155	37144340	27465907	5223378	3596311
SRR6396376	PRJNA423227	SINGLE	37330899	37224141	31280390	4395926	3037725
SRR6396377	PRJNA423227	SINGLE	39323153	39289601	24276764	7354775	5496904
SRR6396378	PRJNA423227	SINGLE	40518257	40466914	25289921	6428150	4764083
SRR6396379	PRJNA423227	SINGLE	38374168	38313738	34663914	7838606	5847834
SRR6396380	PRJNA423227	SINGLE	37935971	37845082	27385257	6707034	4934393
SRR6396381	PRJNA423227	SINGLE	35487235	35445638	20583432	6570800	4834146
SRR6396382	PRJNA423227	SINGLE	37602471	37540481	34591772	7100950	5268665
SRR7347322	PRJNA476311	SINGLE	9294799	9282234	4076405	1203770	639419
SRR7347323	PRJNA476311	SINGLE	10310240	10296961	4072641	1233490	662474
SRR7347324	PRJNA476311	SINGLE	14998573	14957371	6740899	2401605	1206752
SRR7347325	PRJNA476311	SINGLE	15018897	14976734	6675340	2031610	1029329
SRR7347326	PRJNA476311	SINGLE	6186825	6178353	2558299	989701	530348
SRR7347327	PRJNA476311	SINGLE	4011488	4005828	1658228	646896	382654
SRR7347328	PRJNA476311	SINGLE	13822732	13801953	5540362	1359956	712472
SRR7347329	PRJNA476311	SINGLE	14416925	14377097	6472543	2169809	1219477
SRR7347330	PRJNA476311	SINGLE	8874055	8850120	4095602	1573253	812072
SRR7347331	PRJNA476311	SINGLE	14045473	14006347	5986713	2090782	1115364
SRR7347332	PRJNA476311	SINGLE	10460021	10432627	4724794	1524626	843884
SRR7347333	PRJNA476311	SINGLE	609512	609244	261303	194406	98861
SRR7347334	PRJNA476311	SINGLE	581092	580872	258778	176745	102775
SRR7347335	PRJNA476311	SINGLE	7384597	7362248	3453124	1387962	677737
SRR7347336	PRJNA476311	SINGLE	5825071	5808377	2806333	1116188	607299
SRR7347337	PRJNA476311	SINGLE	16268605	16224620	7277302	1935726	1032563
SRR7347338	PRJNA476311	SINGLE	4976724	4970020	2324498	955681	500503
SRR7347339	PRJNA476311	SINGLE	7284863	7274771	3229958	1088702	608158
SRR7347340	PRJNA476311	SINGLE	11132408	11118329	5552838	1904026	983762
SRR7347341	PRJNA476311	SINGLE	9239430	9226762	4328692	1515728	773473
SRR7347342	PRJNA476311	SINGLE	7585510	7574648	3565532	1264914	666756
SRR7347343	PRJNA476311	SINGLE	7447515	7437141	3322138	1101732	593654
SRR7347344	PRJNA476311	SINGLE	13799865	13762551	5909385	1709842	987921
SRR7347345	PRJNA476311	SINGLE	11559959	11525836	5576783	2022253	934454
SRR7347346	PRJNA476311	SINGLE	9469921	9458006	3705772	957612	543897
SRR7347347	PRJNA476311	SINGLE	9827325	9813756	4636251	1442356	796424
SRR7347348	PRJNA476311	SINGLE	7371806	7362013	3305309	1148931	605286
SRR7347349	PRJNA476311	SINGLE	6008916	6000421	2865976	1061875	568176
SRR7347350	PRJNA476311	SINGLE	13794739	13757048	6036547	1740979	942777
SRR7347351	PRJNA476311	SINGLE	16655939	16611082	7349533	2108777	1124377
SRR7347352	PRJNA476311	SINGLE	683204	682941	279045	189200	102962
SRR7347353	PRJNA476311	SINGLE	4296071	4284409	1997757	748498	401845
SRR7347354	PRJNA476311	SINGLE	10265267	10252073	5103679	1482699	754527
SRR7347355	PRJNA476311	SINGLE	14687170	14667113	5801965	1346107	773036
SRR7347356	PRJNA476311	SINGLE	14864255	14822922	7297033	2820349	1434904
SRR7347357	PRJNA476311	SINGLE	10527849	10497583	4717866	1761212	857036
SRR7347358	PRJNA476311	SINGLE	18522832	18471890	8960143	2555072	1322233
SRR7347359	PRJNA476311	SINGLE	11940992	11908160	5468678	1908252	1011623
SRR7347360	PRJNA476311	SINGLE	6905683	6896062	3091182	1250125	705299
SRR7347361	PRJNA476311	SINGLE	7811973	7801110	3738545	1339243	662122
SRR7347362	PRJNA476311	SINGLE	9869884	9856293	4113297	1188166	632550
SRR7347363	PRJNA476311	SINGLE	12201479	12182969	5647391	1992421	907519
SRR835875	PRJNA200542	SINGLE	1750378	1746181	1319653	1135077	851377
SRR835876	PRJNA200542	SINGLE	2028175	2024873	1529339	1278966	967889
SRR835877	PRJNA200542	SINGLE	1612566	1607786	984686	825765	591027
SRR835878	PRJNA200542	SINGLE	2864198	2859591	1733360	1331774	964566
SRR835879	PRJNA200542	SINGLE	1853459	1849729	1248946	1024229	781107
SRR835880	PRJNA200542	SINGLE	2651674	2648517	1844570	1449993	1096324
SRR835881	PRJNA200542	SINGLE	1256340	1253114	793452	679394	501387
SRR835882	PRJNA200542	SINGLE	4636729	4628859	3043432	2160772	1571160
SRR835883	PRJNA200542	SINGLE	727926	721720	360714	268254	162728
SRR835884	PRJNA200542	SINGLE	3782808	3772594	2164934	1266017	804190
SRR835885	PRJNA200542	SINGLE	1176317	1168002	592726	449116	299434
SRR835886	PRJNA200542	SINGLE	5175461	5163551	3035029	1784189	1180369
SRR835887	PRJNA200542	SINGLE	678659	675298	345728	308176	227002
SRR835888	PRJNA200542	SINGLE	4363556	4355472	2681865	1894542	1367301
SRR835889	PRJNA200542	SINGLE	3203927	3192630	1992798	1592402	1210909
SRR835890	PRJNA200542	SINGLE	4277782	4272114	3013568	2353944	1748851
SRR835891	PRJNA200542	SINGLE	4244992	4233226	2765680	2205604	1695255
SRR835892	PRJNA200542	SINGLE	1100700	1097598	728677	642221	493118
SRR835893	PRJNA200542	SINGLE	5318211	5310211	3708808	2658276	1989490
SRR835894	PRJNA200542	SINGLE	4051739	4041993	2733119	2195406	1660610
SRR835895	PRJNA200542	SINGLE	2700305	2692660	1797032	1494249	1110812
SRR835896	PRJNA200542	SINGLE	1580216	1577950	1053310	917460	685033
