gene,contribution
Amillepora01271,2.4935325387305113e-6
Amillepora01277,3.5622074543343875e-5
Amillepora01274,1.685505547454803e-10
Amillepora01279,1.5798117415244257e-4
Amillepora01282,5.668441101287711e-6
Amillepora01280,4.725763355075847e-7
Amillepora01278,5.494657589344308e-6
Amillepora01275,7.852187705174343e-8
Amillepora01286,1.1033207792284428e-4
Amillepora01288,3.0745427222221515e-6
Amillepora01295,3.2436116346516714e-6
Amillepora01290,2.385793579707193e-5
Amillepora01289,6.610670985059238e-5
Amillepora01283,6.8355959372595896e-6
Amillepora01292,9.300527355060351e-7
Amillepora01287,5.061288552584036e-5
Amillepora01301,1.711731507638059e-7
Amillepora01297,7.963668846573784e-5
Amillepora01302,3.7409570001006446e-6
Amillepora01300,1.3688983991872302e-6
Amillepora01298,8.591595234836596e-7
Amillepora01306,2.7633536602633426e-5
Amillepora01310,1.0794003061517736e-4
Amillepora01312,1.1850431023651419e-5
Amillepora01309,1.0031621777769811e-5
Amillepora01304,8.176717542030222e-7
Amillepora01316,6.176406834545784e-8
Amillepora01314,5.709835866407251e-6
Amillepora01313,2.5036737170804355e-5
Amillepora01305,7.130964858856547e-6
Amillepora01303,2.9223946769238585e-7
Amillepora01308,3.261122256178392e-5
Amillepora01321,6.919574785288585e-4
Amillepora01319,6.013184803312649e-5
Amillepora01323,3.7805043418145475e-8
Amillepora01318,3.492875944732208e-4
Amillepora01317,1.4796605858102355e-4
Amillepora01324,1.3350140005223289e-5
Amillepora01320,1.2182095076021885e-4
Amillepora01330,8.983234851857334e-5
Amillepora01325,1.4676475004870188e-5
Amillepora01329,8.103166886887196e-7
Amillepora01328,1.082803406965183e-6
Amillepora01334,8.961243983300237e-6
Amillepora01336,7.119530175123243e-5
Amillepora01332,3.434884922370083e-6
Amillepora01338,4.9189904523513266e-5
Amillepora01333,1.3444173967402422e-4
Amillepora01337,8.697840483330545e-6
Amillepora01335,7.078489843469738e-5
Amillepora01344,3.523488897400926e-5
Amillepora01343,2.6671275614552407e-5
Amillepora01340,4.815290355027923e-8
Amillepora01345,5.960525114972514e-5
Amillepora01346,4.952812428498866e-6
Amillepora01349,7.151801374353095e-5
Amillepora01347,2.4169008694104334e-6
Amillepora01352,1.698647390932101e-5
Amillepora01367,3.2503444020667805e-5
Amillepora01365,1.5124817417422752e-4
Amillepora01363,8.220776268645863e-6
Amillepora01366,9.579838925479766e-5
Amillepora01368,2.8837755991670586e-5
Amillepora01364,4.3900650842532075e-6
Amillepora01362,3.5076835469772377e-7
Amillepora01356,9.988588251884569e-5
Amillepora01353,2.4125881649329782e-5
Amillepora01354,2.784089489317451e-5
Amillepora01370,3.8236542823669355e-7
Amillepora01369,7.309397826171786e-5
Amillepora01371,4.549722059039126e-6
Amillepora01381,3.648873476908441e-5
Amillepora01378,6.5547509983010624e-6
Amillepora01375,2.0914877370654597e-5
Amillepora01380,8.464608371403237e-5
Amillepora01374,1.6280040707921836e-5
Amillepora01376,4.83086772515196e-5
Amillepora01372,5.183635250000945e-4
Amillepora01373,3.4311038386022435e-4
Amillepora01382,5.99474892263364e-5
Amillepora01383,9.09477828272978e-5
Amillepora01388,1.1366525588655246e-5
Amillepora01387,9.218218500655449e-7
Amillepora01385,3.4798437804028756e-7
Amillepora01384,3.484979176349068e-6
Amillepora01393,3.152177873627836e-5
Amillepora01397,6.121726169065756e-6
Amillepora01390,1.2200123988832379e-4
Amillepora01389,8.991935567678528e-9
Amillepora01391,6.822017424466713e-7
Amillepora01392,1.4038892849489794e-6
Amillepora01399,1.2601745978136673e-4
Amillepora01403,2.2671635819244182e-5
Amillepora01401,6.076251908539207e-7
Amillepora01407,5.77607930249625e-6
Amillepora01405,5.3669681874393934e-5
Amillepora01406,2.2023885638713424e-5
Amillepora01410,2.196123991573859e-6
Amillepora01409,3.8259976947732904e-5
Amillepora01415,4.284006249816651e-6
Amillepora01414,8.074831311356599e-5
Amillepora01408,4.721936206037421e-6
Amillepora01421,6.339539858800363e-6
Amillepora01422,1.5787123908947597e-4
Amillepora01417,9.059884823842489e-6
Amillepora01416,1.3058266777918328e-6
Amillepora01420,7.1959889634049056e-6
Amillepora01418,5.064929547163011e-8
Amillepora01426,1.4451041421313765e-4
Amillepora01428,4.2405904123790795e-6
Amillepora01427,7.134674644866138e-5
Amillepora01424,9.894009483202034e-8
Amillepora01429,2.2793596901006843e-5
Amillepora01431,4.360833259834356e-6
Amillepora01430,1.5845145957417713e-5
Amillepora01432,4.0004756315055924e-5
Amillepora01433,7.457780143097452e-8
Amillepora01436,5.040402477337269e-6
Amillepora01440,9.706860483144079e-6
Amillepora01437,4.334141531810994e-5
Amillepora01443,2.8420673303081345e-5
Amillepora01444,6.38445673637865e-5
Amillepora01446,1.7194843348406253e-6
Amillepora01442,3.478805098480252e-6
Amillepora01449,6.983491109569071e-6
Amillepora01452,4.253247775307979e-5
Amillepora01454,2.0195781789063725e-5
Amillepora01456,2.8070008556752733e-5
Amillepora01453,1.5889355500001192e-4
Amillepora01450,4.953107404859938e-7
Amillepora01458,2.2505152865642178e-5
Amillepora01447,9.41584247785111e-6
Amillepora01467,3.0980831428825484e-5
Amillepora01466,2.9131627284073014e-7
Amillepora01465,7.439340647482646e-7
Amillepora01459,5.487776409498351e-7
Amillepora01462,8.238502112733737e-6
Amillepora01463,5.100426672004521e-5
Amillepora01461,2.7200116371119557e-6
Amillepora01464,6.411169073620696e-5
Amillepora01468,3.704255987326022e-5
Amillepora01471,1.1060067494341892e-5
Amillepora01469,1.973621562507483e-5
Amillepora01470,3.545610558975663e-8
Amillepora01480,4.806682422382022e-5
Amillepora01474,1.1230345522660743e-5
Amillepora01478,4.850289415752239e-5
Amillepora01479,3.4527320743425526e-4
Amillepora01473,1.9399180417757155e-5
Amillepora01488,3.5662621051375195e-5
Amillepora01481,7.065943306216206e-6
Amillepora01487,5.049415509655813e-5
Amillepora01483,1.2687793156717426e-5
Amillepora01485,1.418096061738471e-6
Amillepora01484,2.3127089099739177e-5
Amillepora01486,1.3657488811837776e-6
Amillepora01482,1.9016501881879533e-5
Amillepora01492,9.210192210383721e-4
Amillepora01490,1.2434385254340882e-4
Amillepora01491,3.5676246241313454e-5
Amillepora01489,1.7768808792577016e-5
Amillepora01503,3.2378928112171567e-7
Amillepora01495,5.78968539290253e-5
Amillepora01505,9.810259493920289e-7
Amillepora01493,2.974330847250585e-5
Amillepora01506,4.6459139382551816e-5
Amillepora01504,1.1059171348475813e-4
Amillepora01496,2.4772984927307335e-5
Amillepora01509,4.081806156656342e-5
Amillepora01507,1.0393235636598159e-5
Amillepora01513,3.097198321691041e-5
Amillepora01511,8.018067606520258e-5
Amillepora01515,1.2123902871858507e-5
Amillepora01512,3.5005042546186095e-6
Amillepora01510,4.993461254926135e-7
Amillepora01517,2.9625813495524577e-5
Amillepora01519,5.608737475946617e-6
Amillepora01518,3.03978834001102e-6
Amillepora01526,9.6748243951566e-5
Amillepora01528,1.5864619286006644e-5
Amillepora01536,3.503927090674166e-6
Amillepora01547,7.866085919811426e-6
Amillepora01543,3.775654972537127e-12
Amillepora01544,1.741823655868176e-5
Amillepora01549,1.1462829831376607e-4
Amillepora01550,1.1819563363498745e-4
Amillepora01552,7.445808498062948e-5
Amillepora01561,4.845971979519628e-5
Amillepora01563,3.1191404363952316e-7
Amillepora01564,8.486179412508265e-6
Amillepora01566,9.029674970658059e-5
Amillepora01574,5.03439425615176e-5
Amillepora01568,9.471139523201333e-6
Amillepora01573,1.4515296841805215e-6
Amillepora01580,3.830072196814778e-6
Amillepora01581,4.076306576692341e-5
Amillepora01579,1.012442990493362e-4
Amillepora01577,1.833760463982315e-5
Amillepora01582,3.546937091962035e-5
Amillepora01576,1.2286266146171166e-5
Amillepora01592,1.729570820428336e-5
Amillepora01589,1.0472089547585357e-4
Amillepora01584,1.032222769021246e-5
Amillepora01590,1.9007474399680138e-8
Amillepora01586,7.659355537219584e-5
Amillepora01593,6.456967060931736e-5
Amillepora01583,2.967490949838498e-5
Amillepora01598,2.3692839849282724e-4
Amillepora01599,7.74447039902177e-5
Amillepora01595,7.814019715679123e-7
Amillepora01594,1.8974299473085749e-4
Amillepora01596,1.1223793992275236e-9
Amillepora01600,1.8416187614189273e-6
Amillepora01597,6.893964998657501e-7
Amillepora01602,2.8050314427957134e-4
Amillepora01601,1.7571275265883613e-7
Amillepora01609,2.1100105553593803e-7
Amillepora01610,1.2676389664610113e-6
Amillepora01604,3.6773643346355066e-5
Amillepora01605,5.156895199445287e-4
Amillepora01606,1.7040119084471873e-6
Amillepora01607,4.190613253920317e-5
Amillepora01611,4.3760512609281555e-5
Amillepora01616,1.1531753546051616e-5
Amillepora01612,3.93779017034873e-6
Amillepora01617,4.76963267128403e-6
Amillepora01614,1.386607871151297e-5
Amillepora01619,1.109892698021448e-8
Amillepora01618,1.0766537882279073e-4
Amillepora01620,9.973049155910174e-5
Amillepora01621,1.5397653098203968e-6
Amillepora01681,3.165373570198762e-5
Amillepora01679,6.789071204002148e-5
Amillepora01694,2.06046331132484e-7
Amillepora01709,1.332425718031946e-4
Amillepora01712,4.3298893833713856e-5
Amillepora01715,7.462647231202368e-5
Amillepora01705,1.3386185807925385e-4
Amillepora01708,2.737041431545747e-7
Amillepora01716,1.7360441959245375e-5
Amillepora01724,2.4070438640761115e-5
Amillepora01721,1.2000751121165683e-6
Amillepora01717,5.4924355124484443e-5
Amillepora01719,2.214652708243189e-6
Amillepora01725,1.6504545932949635e-7
Amillepora01731,1.4681915785754829e-4
Amillepora01727,1.2594993450989165e-4
Amillepora01728,1.6912888261709827e-4
Amillepora01735,7.094072650345093e-5
Amillepora01733,1.0199033473257161e-7
Amillepora01734,5.217709129901079e-5
Amillepora01732,2.1139226296630403e-5
Amillepora01738,1.9148088495913292e-5
Amillepora01737,3.0683019256864655e-5
Amillepora01739,5.4412632951200214e-6
Amillepora01736,2.685783931245075e-4
Amillepora01745,3.790486219739298e-5
Amillepora01741,2.979206025824444e-4
Amillepora01742,4.270512650225855e-6
Amillepora01743,1.4556243443320638e-4
Amillepora01744,1.937478316285222e-4
Amillepora01760,5.776010124951078e-5
Amillepora01759,5.165491966709186e-7
Amillepora01756,5.956176034148665e-7
Amillepora01749,9.70376717028758e-6
Amillepora01747,9.201616698344298e-6
Amillepora01753,1.0006267325084371e-4
Amillepora01752,2.077247382250863e-4
Amillepora01758,4.286624792316559e-5
Amillepora01755,5.579747776151858e-6
Amillepora01754,4.0530543855088975e-5
Amillepora01746,2.021110652076072e-5
Amillepora01766,5.9332087700955785e-8
Amillepora01772,2.2916668001654353e-4
Amillepora01771,6.437781823912606e-6
Amillepora01769,4.325649572058307e-5
Amillepora01763,3.314323356611711e-5
Amillepora01768,1.707286666508227e-5
Amillepora01764,3.211400589516894e-5
Amillepora01762,2.019607742812519e-6
Amillepora01767,2.5802659255265943e-5
Amillepora01780,6.063337659846674e-6
Amillepora01774,2.5935508952941242e-5
Amillepora01782,5.9166877431504626e-5
Amillepora01778,4.225177913473694e-6
Amillepora01776,9.53160889947487e-5
Amillepora01781,9.779233615782774e-7
Amillepora01783,1.1882637648720286e-6
Amillepora01788,1.133495288259509e-5
Amillepora01789,1.9823800937530894e-5
Amillepora01784,3.984685133971387e-4
Amillepora01787,7.505262565364297e-5
Amillepora01790,4.3640681482888176e-5
Amillepora01791,4.982070367402823e-5
Amillepora01794,1.6980197253748722e-5
Amillepora01802,1.4104599096393232e-4
Amillepora01800,1.6634109937708585e-4
Amillepora01803,1.0388325032182749e-6
Amillepora01801,2.2227218284597326e-5
Amillepora01796,1.2535816406316802e-6
Amillepora01804,1.6242630925643298e-6
Amillepora01805,1.504869273661631e-4
Amillepora01806,4.547653456809992e-6
Amillepora01807,2.2241033452829016e-6
Amillepora01808,9.456236539353812e-6
Amillepora01812,1.3807824293840386e-5
Amillepora01810,1.8171233358943076e-5
Amillepora01813,1.7710845033433724e-4
Amillepora01815,1.4005265663604656e-7
Amillepora01814,4.652836048500219e-6
Amillepora01818,4.209733480810142e-6
Amillepora01820,4.784284816535986e-6
Amillepora01817,7.628362923530941e-5
Amillepora01837,1.2455839872883065e-6
Amillepora01845,2.994592464398593e-7
Amillepora01844,2.7708093706800096e-6
Amillepora01846,3.4162255432662835e-6
Amillepora01847,3.1121257613608135e-5
Amillepora01848,3.423339326694032e-5
Amillepora01849,1.5478709750649247e-5
Amillepora01855,5.024074987422495e-6
Amillepora01852,3.6297450887752314e-5
Amillepora01873,5.952827677640977e-5
Amillepora01866,8.406665160130342e-5
Amillepora01868,6.3881700682726205e-6
Amillepora01869,2.7416671634915225e-5
Amillepora01867,4.798662135520097e-8
Amillepora01875,1.2057169305359735e-5
Amillepora01876,7.667585437292607e-5
Amillepora01874,6.836702417500199e-6
Amillepora01879,1.3276477121683432e-6
Amillepora01880,3.208281083998224e-6
Amillepora01881,9.46922562433629e-6
Amillepora01886,2.897876936653599e-5
Amillepora01888,2.9886981975719287e-5
Amillepora01883,8.35692367392736e-6
Amillepora01885,1.8554384469731333e-5
Amillepora01887,9.783590617572397e-7
Amillepora01894,1.6922407714678962e-5
Amillepora01891,3.189967841454471e-5
Amillepora01893,7.117758748595766e-7
Amillepora01890,3.1043139141160264e-5
Amillepora01898,7.804116888037555e-5
Amillepora01899,1.388878063208015e-5
Amillepora01895,4.4882453978580485e-5
Amillepora01919,1.8219011689387146e-6
Amillepora01920,1.4778102342224414e-4
Amillepora01936,1.395785860583493e-4
Amillepora01929,2.914270097785314e-6
Amillepora01939,6.268614176477139e-5
Amillepora01944,7.342359727637608e-7
Amillepora01947,1.3039531247955266e-5
Amillepora01948,2.9615096831109584e-6
Amillepora01950,1.0849093234177154e-6
Amillepora01955,3.066025835405737e-5
Amillepora01963,1.3838895187424656e-5
Amillepora01960,9.903614019518367e-7
Amillepora01962,1.5562117841310745e-6
Amillepora01966,1.0430777135873827e-4
Amillepora01970,4.084939117138817e-5
Amillepora01969,3.313194957301521e-5
Amillepora01965,5.17403853846905e-5
Amillepora01967,4.880107142049638e-5
Amillepora01971,1.0313941608453127e-4
Amillepora01973,1.3181727141768033e-5
Amillepora01977,5.98482136595759e-5
Amillepora01974,3.6014103321085347e-6
Amillepora01983,3.078103617359993e-9
Amillepora01982,3.9601511332303e-6
Amillepora01995,5.608376499938466e-6
Amillepora01997,1.1270886384100593e-6
Amillepora01990,2.437736768814243e-5
Amillepora01988,2.861574460421607e-5
Amillepora01989,2.8162258804251425e-7
Amillepora02001,2.615481061386468e-7
Amillepora01999,1.2265891942048526e-6
Amillepora02002,5.95699511409869e-5
Amillepora01998,8.961867062507248e-6
Amillepora01992,3.4937888002472405e-5
Amillepora02000,2.0869602372558304e-6
Amillepora01996,3.7588288210460855e-05
Amillepora01993,1.1637741982014914e-5
Amillepora02003,5.656210457172579e-6
Amillepora02011,5.138042264406994e-6
Amillepora02017,7.272210518509866e-4
Amillepora02019,1.5561409444625642e-4
Amillepora02016,1.8068612214318372e-4
Amillepora02022,2.0648104463630288e-4
Amillepora02025,8.974131981241115e-5
Amillepora02023,2.0057211860733523e-4
Amillepora02021,4.259073261056746e-6
Amillepora02024,1.2693917590898153e-6
Amillepora02020,3.264282820127221e-5
Amillepora02026,7.760578425822681e-5
Amillepora02027,6.096278435101021e-4
Amillepora02034,1.907032382083166e-5
Amillepora02032,1.1674281192447915e-6
Amillepora02040,1.3786888315351332e-5
Amillepora02038,7.7760994204348e-6
Amillepora02041,2.2749810127176834e-6
Amillepora02045,2.1825860570281234e-6
Amillepora02052,6.020804155198402e-6
Amillepora02055,4.502601961166289e-6
Amillepora02065,1.6550421486017205e-4
Amillepora02063,5.65839394593107e-6
Amillepora02060,2.358393525132617e-10
Amillepora02073,3.5258216754147075e-6
Amillepora02074,2.312986960363097e-4
Amillepora02069,7.848537806768396e-5
Amillepora02085,4.64716041226851e-7
Amillepora02083,3.861522734417846e-4
Amillepora02086,3.955082076823792e-5
Amillepora02088,5.8158406785134975e-6
Amillepora02089,2.616674859037124e-5
Amillepora02095,5.08669895668131e-5
Amillepora02093,2.7264306546607202e-5
Amillepora02094,2.0794999715251877e-8
Amillepora02102,1.3928420166725754e-5
Amillepora02117,6.7074131505122415e-6
Amillepora02110,2.3503279596747876e-5
Amillepora02113,8.079382244512596e-6
Amillepora02106,1.7461983562935091e-4
Amillepora02123,1.6238878554480504e-5
Amillepora02120,1.7166637536704003e-5
Amillepora02128,1.883321783817059e-5
Amillepora02133,6.196814997371018e-6
Amillepora02134,5.73037168906059e-7
Amillepora02194,2.089623622409339e-5
Amillepora02198,1.291334959523324e-5
Amillepora02197,2.2090720222807558e-5
Amillepora02212,2.0771374133699324e-6
Amillepora02217,2.314624743500861e-6
Amillepora02222,5.995608623836565e-5
Amillepora02223,3.707410122211761e-5
Amillepora02231,2.381403130848364e-5
Amillepora02238,8.092675358105885e-6
Amillepora02240,9.775632841023255e-6
Amillepora02252,5.875204890919443e-6
Amillepora02254,5.374150805246029e-5
Amillepora02260,8.723302710074747e-6
Amillepora02275,6.009296264398999e-5
Amillepora02270,9.67567781658014e-7
Amillepora02294,4.4151306359224155e-7
Amillepora02292,7.806522872165281e-6
Amillepora02304,1.001852922287941e-4
Amillepora02318,1.1599029329738154e-5
Amillepora02316,2.6431685296937102e-5
Amillepora02323,8.930203291419953e-10
Amillepora02322,7.47048473360059e-6
Amillepora02324,1.0511981378157004e-5
Amillepora02319,9.596243323636135e-9
Amillepora02334,3.464637471814502e-5
Amillepora02326,1.327865149978501e-4
Amillepora02330,3.788750540475002e-5
Amillepora02328,8.903078779880688e-5
Amillepora02339,1.9980942090147593e-4
Amillepora02356,2.216922402684859e-7
Amillepora02353,2.7675469231461617e-6
Amillepora02359,1.7468150092523168e-4
Amillepora02373,1.290684478746673e-5
Amillepora02371,1.6703517950849856e-5
Amillepora02372,4.654313248045287e-5
Amillepora02386,7.173564211597219e-6
Amillepora02380,3.887618546794725e-5
Amillepora02389,7.788318492491882e-6
Amillepora02400,1.3027831353909829e-5
Amillepora02415,2.4958732204758024e-5
Amillepora02437,5.59762829045802e-6
Amillepora02439,1.1001507694611771e-6
Amillepora02440,1.3904607186794905e-4
Amillepora02435,5.190995999993317e-5
Amillepora02434,4.710631302136679e-8
Amillepora02445,1.4393720686506298e-5
Amillepora02443,7.983936233421347e-5
Amillepora02444,7.528171288724845e-6
Amillepora02452,1.5020424134005685e-4
Amillepora02458,5.386929796252041e-5
Amillepora02459,3.996556914838089e-6
Amillepora02460,5.775311432522943e-5
Amillepora02469,1.7497879569799606e-5
Amillepora02481,1.434819424760641e-5
Amillepora02478,8.857722632926786e-11
Amillepora02476,8.121229398290744e-6
Amillepora02480,7.2413565633254274e-06
Amillepora02483,7.114434823275414e-7
