gene,contribution
Amillepora09728,3.185977284352772e-6
Amillepora09727,1.3919955996392834e-5
Amillepora09730,5.621453025329222e-5
Amillepora09737,1.677110996495295e-5
Amillepora09733,2.6824467413165674e-5
Amillepora09740,5.2326319949049405e-5
Amillepora09743,8.471749622271244e-5
Amillepora09739,7.877448386439175e-5
Amillepora09744,5.3576664980144005e-5
Amillepora09747,1.6385347028640775e-5
Amillepora09748,9.946634175759943e-5
Amillepora09745,1.8912757550906067e-5
Amillepora09759,4.666202340705122e-5
Amillepora09751,1.0824573245694655e-4
Amillepora09756,5.1319210150799155e-6
Amillepora09757,5.60872633211466e-5
Amillepora09758,4.4195886145735606e-5
Amillepora09749,1.3224705340643459e-5
Amillepora09760,2.323318773932395e-6
Amillepora09766,1.2755842715695008e-6
Amillepora09765,3.69667581845754e-5
Amillepora09762,1.778502376328668e-6
Amillepora09761,1.2947490981184892e-5
Amillepora09769,3.9921206409102395e-9
Amillepora09763,2.3892633556246017e-5
Amillepora09775,2.6498895568060164e-5
Amillepora09771,4.432614141876369e-5
Amillepora09772,4.845361631214801e-5
Amillepora09770,1.1031736372739091e-5
Amillepora09786,5.754727005885357e-9
Amillepora09783,9.820065682169065e-6
Amillepora09782,6.823216858969782e-6
Amillepora09778,1.6824041763720032e-5
Amillepora09787,8.406545588053216e-6
Amillepora09790,1.9114278224187728e-5
Amillepora09784,4.24091847838671e-7
Amillepora09788,2.9337809704173045e-5
Amillepora09800,4.3278103767634656e-4
Amillepora09795,7.24731972818611e-5
Amillepora09797,6.169629234142429e-7
Amillepora09789,1.444962055807609e-4
Amillepora09794,2.963321950504958e-7
Amillepora09798,4.6251361617221635e-5
Amillepora09792,8.439310041507956e-5
Amillepora09793,1.5590649445606666e-5
Amillepora09796,3.926282113814688e-6
Amillepora09803,4.552173831959507e-6
Amillepora09801,3.195060354109371e-5
Amillepora09807,1.273271145141842e-6
Amillepora09805,1.6814317854369363e-4
Amillepora09814,3.346367722877224e-5
Amillepora09817,4.0963811586839443e-7
Amillepora09810,3.0932603577814465e-6
Amillepora09811,2.828487432207703e-5
Amillepora09813,1.902121458536369e-4
Amillepora09815,3.1121266687742885e-6
Amillepora09816,1.0179360493050318e-5
Amillepora09812,5.4955926712055175e-5
Amillepora09821,4.4087589292229314e-7
Amillepora09820,1.8507383549905362e-5
Amillepora09824,2.794512567818257e-5
Amillepora09825,2.0154913772470443e-8
Amillepora09823,8.96273434702631e-5
Amillepora09830,2.727795135517617e-5
Amillepora09826,1.796066618634143e-5
Amillepora09827,3.100345827448891e-6
Amillepora09834,2.231562659750019e-6
Amillepora09831,6.641765754196154e-5
Amillepora09832,3.5596201575682237e-4
Amillepora09835,2.9033634840408208e-6
Amillepora09838,2.3751243619797763e-5
Amillepora09836,5.307142622609482e-7
Amillepora09837,7.77083912174133e-5
Amillepora09844,1.0800732470291204e-5
Amillepora09840,1.8185152094522608e-5
Amillepora09839,7.741345625643556e-6
Amillepora09852,4.015448784454072e-7
Amillepora09849,2.3093574873647702e-5
Amillepora09848,8.97977693186222e-5
Amillepora09851,2.1190675597817067e-7
Amillepora09845,1.0636313533892512e-4
Amillepora09847,6.8084671797818146e-06
Amillepora09857,1.8796887088604865e-5
Amillepora09859,9.306351257741516e-5
Amillepora09860,3.093516284909033e-5
Amillepora09858,6.768018813054953e-5
Amillepora09855,8.025403299711495e-6
Amillepora09854,1.1477994950837695e-4
Amillepora09862,1.1309865712391425e-6
Amillepora09861,1.7638849807315385e-4
Amillepora09880,1.015429076425524e-5
Amillepora09879,1.249179600957289e-8
Amillepora09883,5.484888784836801e-5
Amillepora09884,3.54842073520688e-5
Amillepora09882,1.346440722569962e-5
Amillepora09898,1.7046699823636792e-4
Amillepora09896,1.2267632223419996e-4
Amillepora09909,7.462357755412244e-5
Amillepora09911,4.573796188618199e-5
Amillepora09912,2.9842459623439602e-5
Amillepora09927,2.0283084298269495e-5
Amillepora09923,2.200606592670629e-5
Amillepora09922,1.3086123164478216e-5
Amillepora09924,2.3343460389754416e-6
Amillepora09928,1.2537263813827096e-4
Amillepora09932,1.0287036265088678e-6
Amillepora09929,4.547133986517118e-5
Amillepora09930,1.4891916668627083e-5
Amillepora09931,1.9003367538191797e-5
Amillepora09935,2.0298761833907328e-5
Amillepora09936,3.5880027868591827e-6
Amillepora09942,5.158067701548555e-7
Amillepora09933,1.807909611771891e-5
Amillepora09945,8.527714477966635e-7
Amillepora09943,1.104373327796223e-5
Amillepora09946,4.725439362399307e-5
Amillepora09947,9.316570632775451e-6
Amillepora09953,6.50293938048455e-5
Amillepora09948,6.041283083427855e-6
Amillepora09949,4.762438073785357e-7
Amillepora09952,6.0065224092112456e-5
Amillepora09951,1.0697157847560541e-8
Amillepora09954,9.359002208481232e-5
Amillepora09950,8.05692567394543e-6
Amillepora09956,1.0071320322608669e-5
Amillepora09957,1.0151387854829444e-5
Amillepora09958,2.3664086592615347e-5
Amillepora09966,1.1568642608908756e-7
Amillepora09969,2.4807036303883926e-6
Amillepora09960,1.1469897110558274e-5
Amillepora09965,9.384204652578403e-5
Amillepora09964,7.354348552376664e-5
Amillepora09967,1.1890653750154761e-5
Amillepora09974,1.678964472926365e-5
Amillepora09971,2.3669318827239432e-7
Amillepora09972,1.2549765680107156e-4
Amillepora09976,1.5872078003422833e-5
Amillepora09977,3.086193178870596e-8
Amillepora09981,4.513494035246433e-5
Amillepora09980,5.758423112880382e-6
Amillepora09982,5.643067680643969e-6
Amillepora09978,8.088282072072661e-5
Amillepora09987,3.5523275523604645e-6
Amillepora09988,1.4380290224749275e-5
Amillepora09986,2.367162121382485e-5
Amillepora09985,1.3203412954894008e-5
Amillepora09984,4.68686965721401e-6
Amillepora09991,1.7352205370079501e-4
Amillepora09998,1.2707971743752488e-6
Amillepora09995,2.673008678261052e-7
Amillepora09997,9.216698018722807e-5
Amillepora10003,6.90386158100045e-5
Amillepora10005,2.5184926537791213e-6
Amillepora10010,7.158581225201936e-10
Amillepora10009,4.0355769370244424e-8
Amillepora10007,1.424319967421698e-6
Amillepora10011,1.7186983838077356e-5
Amillepora10017,3.000970681576077e-4
Amillepora10012,4.559950999356657e-7
Amillepora10013,2.550497354895739e-5
Amillepora10014,1.4691486707915793e-4
Amillepora10019,6.50314414198231e-5
Amillepora10018,2.175441319666745e-5
Amillepora10021,5.5007466944817756e-5
Amillepora10022,2.5300025611158683e-5
Amillepora10020,1.389387359817912e-4
Amillepora10024,3.82647827837884e-6
Amillepora10025,1.541290110734825e-5
Amillepora10023,1.2501311310100291e-6
Amillepora10038,9.597619844298446e-5
Amillepora10034,2.8790590024986816e-6
Amillepora10037,3.686013684283284e-6
Amillepora10036,2.1298098596751304e-6
Amillepora10033,3.5956409607709832e-6
Amillepora10032,2.331456408867579e-6
Amillepora10026,1.4925827961559802e-6
Amillepora10031,1.0967685324471043e-5
Amillepora10045,6.314415050775194e-5
Amillepora10049,3.427119964475197e-5
Amillepora10046,1.82539036087337e-5
Amillepora10042,1.1632289701745524e-4
Amillepora10039,1.3376007522333954e-4
Amillepora10047,2.8315933596848815e-5
Amillepora10040,1.6472674909458035e-6
Amillepora10048,4.83600293293505e-5
Amillepora10041,3.852563264512185e-6
Amillepora10058,2.96625235555068e-7
Amillepora10061,1.631417081123314e-4
Amillepora10059,2.8222336431526457e-7
Amillepora10052,5.2072832904513994e-5
Amillepora10057,3.368698981412805e-5
Amillepora10056,2.2700068179123184e-5
Amillepora10054,6.565127689488592e-5
Amillepora10055,3.8493472358649095e-5
Amillepora10053,0.00018083534719012519
Amillepora10065,3.296044206075647e-5
Amillepora10066,3.15758569479474e-5
Amillepora10071,5.8586007261015083e-5
Amillepora10062,2.6286583040405233e-7
Amillepora10063,1.922161732695413e-5
Amillepora10070,1.9416820953696233e-5
Amillepora10067,4.0247145272168835e-10
Amillepora10069,3.6426496616711946e-5
Amillepora10068,2.6256021024856537e-6
Amillepora10072,3.4013715218004513e-6
Amillepora10073,3.656006232571323e-6
Amillepora10079,6.192215902474593e-6
Amillepora10082,2.524723946979634e-5
Amillepora10081,2.8063079972424793e-5
Amillepora10080,1.1902738588467246e-5
Amillepora10086,2.0599760551920333e-4
Amillepora10078,1.0504854190432996e-5
Amillepora10083,2.3942029538588445e-5
Amillepora10087,1.4977068304771858e-5
Amillepora10085,1.4589673187980455e-5
Amillepora10084,1.3999653618995266e-4
Amillepora10089,1.2291296027500729e-8
Amillepora10088,1.2247760820698327e-5
Amillepora10094,6.023002989897906e-8
Amillepora10092,3.3318859804763e-5
Amillepora10093,3.2323488572028535e-8
Amillepora10098,3.305447764902559e-5
Amillepora10096,9.93654576713147e-7
Amillepora10099,3.468131923005994e-5
Amillepora10097,8.3679657422321e-7
Amillepora10100,8.30476379896715e-7
Amillepora10102,3.315462065986146e-6
Amillepora10103,3.818530019062287e-5
Amillepora10104,1.0519619580565449e-5
Amillepora10105,2.709810028300903e-4
Amillepora10112,1.2825306029110596e-8
Amillepora10113,3.918578441536204e-6
Amillepora10115,1.065685866113626e-5
Amillepora10110,8.880940179187675e-6
Amillepora10111,4.757911405915845e-7
Amillepora10116,8.260302881274845e-6
Amillepora10108,5.482939292249959e-6
Amillepora10106,2.1264225572924733e-6
Amillepora10107,8.501235080194653e-6
Amillepora10125,4.676073140206948e-6
Amillepora10119,1.44020710337012e-4
Amillepora10123,3.7809472029116366e-5
Amillepora10118,7.050895403193749e-5
Amillepora10122,1.0822213761198823e-4
Amillepora10124,2.0922233720455714e-6
Amillepora10126,2.3588862974622404e-5
Amillepora10121,2.1552457045395443e-5
Amillepora10120,1.248057457568806e-5
Amillepora10128,2.024100745691897e-7
Amillepora10127,1.2777794798355717e-4
Amillepora10135,4.4900726596427245e-5
Amillepora10130,6.0437287150332996e-5
Amillepora10129,4.6861267273670526e-5
Amillepora10131,5.511587137262514e-5
Amillepora10133,2.6312993837647474e-5
Amillepora10149,6.19534241865106e-5
Amillepora10143,3.128818115369326e-5
Amillepora10138,3.747430295507548e-5
Amillepora10139,1.673493996019658e-5
Amillepora10141,5.092854072337546e-7
Amillepora10142,1.2118270429305315e-5
Amillepora10152,3.508178087487277e-5
Amillepora10153,3.035634815870696e-5
Amillepora10151,2.3499828660994296e-6
Amillepora10150,1.5930261643603267e-4
Amillepora10158,1.86374007960452e-5
Amillepora10159,6.569860698229032e-6
Amillepora10155,8.071965149438534e-6
Amillepora10156,3.992204216400232e-6
Amillepora10160,1.9292895218736873e-6
Amillepora10161,4.347736655422492e-6
Amillepora10164,1.759918470931123e-5
Amillepora10162,8.992164415671483e-5
Amillepora10163,3.417424427073607e-5
Amillepora10165,7.84884863022116e-6
Amillepora10166,2.626936779751975e-5
Amillepora10170,7.227101406550606e-5
Amillepora10171,3.17702259980416e-7
Amillepora10174,3.579416910546223e-5
Amillepora10172,1.5669623474296867e-5
Amillepora10169,2.278799610411137e-6
Amillepora10167,3.6967327369510213e-6
Amillepora10180,6.28093773902739e-5
Amillepora10177,2.96756028475695e-7
Amillepora10182,2.274273496086248e-9
Amillepora10186,8.874518750636431e-6
Amillepora10184,2.265513554066737e-7
Amillepora10185,1.521371820449849e-5
Amillepora10181,1.6507096185785551e-6
Amillepora10176,1.0995944261875128e-5
Amillepora10175,1.4903853855649055e-6
Amillepora10179,4.03230854188447e-5
Amillepora10187,7.129179618754944e-8
Amillepora10188,9.877355078769379e-5
Amillepora10189,9.422271440199015e-5
Amillepora10194,2.819633855295138e-5
Amillepora10191,1.019181570915385e-5
Amillepora10192,2.318869211297577e-6
Amillepora10195,3.370355368588078e-5
Amillepora10200,2.5222232047237647e-5
Amillepora10201,6.755241975128182e-6
Amillepora10196,1.2772589855092141e-4
Amillepora10197,2.301562402354765e-4
Amillepora10198,1.7251276176087758e-5
Amillepora10208,6.749024027894581e-6
Amillepora10207,4.474859632349384e-6
Amillepora10204,1.578590824311174e-6
Amillepora10202,7.2360364357913685e-6
Amillepora10213,6.192888161108785e-5
Amillepora10205,1.1968044302421437e-6
Amillepora10203,1.6471450453735102e-5
Amillepora10209,4.2394863801602154e-7
Amillepora10211,2.9512047001700266e-5
Amillepora10210,1.0372728153573212e-5
Amillepora10212,1.1854325445981092e-6
Amillepora10223,7.5269166561259e-5
Amillepora10215,3.8060092176741613e-05
Amillepora10214,2.1638769543155533e-5
Amillepora10216,3.0315824679489296e-5
Amillepora10222,9.184925944006513e-5
Amillepora10218,7.838045421818322e-6
Amillepora10219,7.455303536181972e-6
Amillepora10220,4.873518925721962e-7
Amillepora10228,1.0256403706574941e-4
Amillepora10229,1.3364339443029655e-4
Amillepora10225,4.8231510783440764e-5
Amillepora10226,4.813220068341992e-5
Amillepora10230,5.53605366912925e-7
Amillepora10224,2.7343177824628514e-9
Amillepora10233,2.1472627641445224e-4
Amillepora10234,6.053979934736429e-8
Amillepora10236,3.488413475462568e-4
Amillepora10237,3.1101541171561087e-4
Amillepora10238,3.6145627905836387e-6
Amillepora10242,6.00983589096186e-5
Amillepora10241,2.2787038962258344e-4
Amillepora10245,1.675219001621202e-4
Amillepora10243,1.2124954207260155e-4
Amillepora10244,4.5052285188964046e-5
Amillepora10246,3.7543725813235857e-7
Amillepora10240,3.049876590194733e-5
Amillepora10251,4.032209192049649e-5
Amillepora10252,2.483255670632548e-5
Amillepora10253,2.5912125724839534e-5
Amillepora10258,1.666301990559563e-4
Amillepora10255,2.537259418424337e-5
Amillepora10257,5.566105352834539e-6
Amillepora10256,4.0109214168552845e-6
Amillepora10254,7.176726918975002e-6
Amillepora10263,3.4363570597179214e-6
Amillepora10265,1.1485776503626272e-6
Amillepora10262,1.1057077994292354e-4
Amillepora10267,1.398068112808748e-5
Amillepora10261,7.10568537248217e-7
Amillepora10260,5.272951254337422e-6
Amillepora10264,4.571898559495384e-5
Amillepora10259,3.283825809885001e-9
Amillepora10270,2.5281240845470524e-5
Amillepora10268,7.659279088842492e-5
Amillepora10306,1.5525309313534315e-8
Amillepora10307,1.0469769486862347e-5
Amillepora10304,6.074117823585057e-7
Amillepora10305,1.659668839772278e-6
Amillepora10329,2.108962132813935e-6
Amillepora10312,2.4002870045970668e-5
Amillepora10313,7.943796723593485e-6
Amillepora10309,5.8826872559412e-9
Amillepora10311,6.529850288799393e-11
Amillepora10333,6.232280492960247e-6
Amillepora10334,1.0731390975101878e-6
Amillepora10330,6.370779050628716e-7
Amillepora10339,1.2161736521269398e-5
Amillepora10337,3.1543029352355025e-6
Amillepora10336,6.564337134546251e-6
Amillepora10340,3.618454653418923e-5
Amillepora10335,3.0289581222914847e-5
Amillepora10350,6.264678164147318e-6
Amillepora10346,2.5537805775386335e-6
Amillepora10348,3.3801862166153023e-6
Amillepora10347,4.530290923931129e-6
Amillepora10349,2.414135502920293e-5
Amillepora10343,1.1010569170246537e-5
Amillepora10353,1.1445055104931929e-6
Amillepora10354,3.287794512674723e-5
Amillepora10355,6.77808224121275e-5
Amillepora10352,1.3726579347797936e-5
Amillepora10357,2.7625028834383467e-4
Amillepora10358,4.738876624844532e-6
Amillepora10360,6.092063128319775e-6
Amillepora10362,5.911236906031014e-6
Amillepora10361,3.16684623396789e-5
Amillepora10359,1.1510261033920655e-5
Amillepora10364,2.8883281212697186e-5
Amillepora10366,7.224937714337402e-6
Amillepora10365,1.4732238061769713e-4
Amillepora10369,4.3884240950616067e-7
Amillepora10370,1.865347032257076e-5
Amillepora10380,1.875674932025945e-5
Amillepora10377,9.140514732664865e-6
Amillepora10375,1.5741873686369977e-4
Amillepora10378,1.6298702417974252e-6
Amillepora10379,4.73245712496185e-6
Amillepora10381,1.2897020307845527e-5
Amillepora10371,4.345670934523665e-5
Amillepora10372,3.7477615290108484e-6
Amillepora10387,3.222077443331488e-5
Amillepora10385,3.5361231905359368e-6
Amillepora10382,1.7062578534309848e-5
Amillepora10386,1.3933916653141488e-8
Amillepora10383,1.874336650293408e-5
Amillepora10391,2.0130129321640346e-5
Amillepora10396,4.9358622211201606e-5
Amillepora10389,3.6451859087931316e-6
Amillepora10393,1.545800308503552e-4
Amillepora10398,8.713323927929376e-5
Amillepora10392,4.579766613923221e-5
Amillepora10388,1.701796995757686e-5
Amillepora10395,7.33007487129522e-5
Amillepora10399,3.1123529845713514e-5
Amillepora10400,3.8827489807573615e-4
Amillepora10401,3.559855840945824e-7
Amillepora10402,5.509252449938981e-6
Amillepora10407,2.1752615776493503e-6
Amillepora10405,4.9095858285153856e-5
Amillepora10406,1.0271506335956917e-4
Amillepora10411,7.302019618609148e-5
Amillepora10408,1.7906110687799747e-5
Amillepora10410,5.44593846249298e-5
Amillepora10412,8.16859182514666e-5
Amillepora10414,2.2754263892134286e-5
Amillepora10409,1.1697789318776065e-6
Amillepora10413,4.196040639824474e-5
Amillepora10422,9.367713598796502e-6
Amillepora10424,3.257509268024078e-5
Amillepora10419,5.125469010220311e-5
Amillepora10420,6.386171542397058e-6
Amillepora10423,7.357023916660089e-5
Amillepora10421,8.028985277886393e-5
Amillepora10415,3.29085126849789e-5
Amillepora10439,4.782662882655741e-7
Amillepora10437,3.7140414434487865e-6
Amillepora10435,5.021565166007143e-6
Amillepora10429,7.480528394570444e-4
Amillepora10427,1.0065837204164404e-7
Amillepora10433,2.4404925768158316e-6
Amillepora10428,2.9558134740919523e-5
Amillepora10432,3.877651571203058e-7
Amillepora10442,1.0598662573266047e-5
Amillepora10448,1.7228436705102754e-4
Amillepora10443,1.7414850410089888e-5
Amillepora10440,6.113531075771094e-7
Amillepora10441,4.630986934613826e-5
Amillepora10445,5.077848023382481e-4
Amillepora10447,5.299348099101898e-7
Amillepora10446,1.2560651420328027e-4
Amillepora10444,4.247964770240451e-5
Amillepora10451,2.9887217633014854e-6
Amillepora10449,1.816044162087778e-5
Amillepora10450,2.3804887980854437e-5
Amillepora10454,1.5098454295042913e-5
Amillepora10456,6.796375200717845e-7
Amillepora10453,3.619726399281214e-5
Amillepora10452,0.001013897481735201
Amillepora10461,3.425572770761319e-5
Amillepora10466,2.4435838884222965e-4
Amillepora10465,8.618873546160949e-4
Amillepora10463,7.554584400305548e-6
Amillepora10467,8.547892321801084e-4
Amillepora10459,3.947890696357488e-6
Amillepora10462,4.229865293661439e-6
Amillepora10469,1.7610245854628067e-5
Amillepora10475,1.2726354260236422e-5
Amillepora10473,2.1214832751712487e-5
Amillepora10472,3.139824040561857e-5
Amillepora10476,1.174079956427268e-5
Amillepora10474,1.791023705135242e-5
Amillepora10468,3.457818525953291e-5
Amillepora10480,7.405605235117613e-7
Amillepora10479,3.3400595186249006e-5
Amillepora10478,1.3075640680011626e-6
Amillepora10477,3.586687640933681e-6
Amillepora10482,2.8636343716896787e-5
Amillepora10485,1.3365158700539231e-5
Amillepora10486,1.2978419314975303e-5
Amillepora10490,1.3200391454037441e-5
Amillepora10484,3.7870872917974715e-5
Amillepora10483,4.3631242457060616e-5
Amillepora10495,1.7380680353995483e-4
Amillepora10491,7.005605775270153e-5
Amillepora10493,5.157408689027412e-5
Amillepora10492,7.753300849980018e-6
Amillepora10498,7.5402429359421385e-6
Amillepora10503,4.946228021251305e-7
Amillepora10501,1.1956170061314297e-4
Amillepora10497,1.3132502841047559e-5
Amillepora10496,3.4169085814860796e-4
Amillepora10499,3.018844492029296e-5
Amillepora10500,8.266971983583916e-4
Amillepora10507,8.10538517013901e-11
Amillepora10515,9.478616981785948e-6
Amillepora10509,1.4761760132865941e-5
Amillepora10510,3.40972004797974e-5
Amillepora10506,3.1272618711295496e-5
Amillepora10505,4.4978491423844816e-5
Amillepora10522,8.165531137616696e-6
Amillepora10516,8.604645616044756e-6
Amillepora10520,1.776686408017827e-6
Amillepora10511,1.2327689724335218e-6
Amillepora10523,3.739499726806509e-6
Amillepora10521,8.523253989782442e-5
Amillepora10519,2.8260340746422096e-06
Amillepora10514,9.377621529704358e-5
Amillepora10513,1.0041877381067575e-5
Amillepora10518,6.041563082292604e-6
Amillepora10524,1.3589547206916173e-6
Amillepora10525,2.895042913385926e-5
Amillepora10534,1.0344557175878336e-5
Amillepora10538,1.600098985651705e-7
Amillepora10540,9.569170607698162e-5
Amillepora10527,3.5567539821419404e-5
Amillepora10531,6.413096027865062e-5
Amillepora10539,3.1150901380324254e-5
Amillepora10543,2.882366777072577e-5
Amillepora10541,1.5419970231527075e-6
Amillepora10547,2.6595875930479918e-5
Amillepora10548,5.58365653518878e-6
Amillepora10562,1.9617218931011983e-5
Amillepora10564,5.4287060106690025e-6
Amillepora10563,2.5998365632631957e-5
Amillepora10560,1.1399126327338127e-5
Amillepora10556,3.170694508269497e-5
Amillepora10561,1.0682618659980443e-5
Amillepora10558,1.528324031221886e-4
Amillepora10565,4.767214167358319e-6
Amillepora10573,3.969308323309383e-7
Amillepora10566,1.8443738620981747e-7
Amillepora10571,6.682399145054748e-6
Amillepora10568,6.948696847883043e-6
Amillepora10569,1.0277059372116065e-5
Amillepora10576,1.8287047820624528e-5
Amillepora10577,1.9333217379243988e-4
Amillepora10579,1.438401677270088e-5
Amillepora10581,5.1406495469110187e-5
Amillepora10585,3.77079161978522e-5
Amillepora10580,5.076640470940245e-5
Amillepora10591,6.883487351874588e-6
Amillepora10596,2.0824335510318068e-5
Amillepora10590,8.32988854936537e-6
Amillepora10592,5.440642327109672e-5
Amillepora10593,6.709473971017979e-5
Amillepora10594,3.104127944361468e-9
Amillepora10588,1.754955148120095e-5
Amillepora10595,3.433261971604284e-6
Amillepora10600,9.487526751774024e-6
Amillepora10597,5.0081259342284536e-5
Amillepora10606,2.644562614574108e-5
Amillepora10601,1.4354538703310767e-5
Amillepora10604,2.4708243027668486e-4
Amillepora10607,4.4765391268856686e-5
Amillepora10605,5.806236273907617e-5
Amillepora10608,9.402874123769934e-5
Amillepora10614,6.0784681984205065e-6
Amillepora10609,7.247118783741801e-5
Amillepora10611,4.706153133404074e-6
Amillepora10613,1.8376876773705174e-5
Amillepora10610,2.6601636960844724e-5
Amillepora10612,8.394100155378008e-6
Amillepora10624,2.2336681146414216e-5
Amillepora10625,2.0675479939077223e-7
Amillepora10629,1.8792081247598387e-6
Amillepora10622,1.0528401379906898e-5
Amillepora10621,8.931637013864941e-5
Amillepora10634,2.953901195403232e-5
Amillepora10632,4.516275578610866e-5
Amillepora10630,3.5676034706680857e-7
Amillepora10633,8.288819059107298e-5
Amillepora10637,1.5927721897712885e-6
Amillepora10644,3.653484791401609e-6
Amillepora10640,2.8627476718438466e-5
Amillepora10639,1.526094217675761e-4
Amillepora10641,1.0827699354796065e-4
Amillepora10636,2.8341509662885953e-6
Amillepora10650,7.192190941110766e-7
Amillepora10646,1.631145385390929e-5
Amillepora10649,3.952548942951775e-6
Amillepora10648,1.7353104848221564e-5
Amillepora10647,3.265291289963036e-5
Amillepora10642,8.303827041732563e-6
Amillepora10645,3.988504116843456e-5
Amillepora10652,5.8229311869104516e-8
Amillepora10651,1.3160358990285433e-5
Amillepora10653,3.547138477104165e-5
Amillepora10654,3.2322109711332563e-6
Amillepora10656,1.007409689873725e-4
Amillepora10660,5.4273680359691515e-6
Amillepora10661,6.812174591227286e-6
Amillepora10668,1.9201791682973485e-6
Amillepora10666,6.645481888186893e-5
Amillepora10664,8.376025185977385e-5
Amillepora10674,4.693785525924203e-7
Amillepora10669,8.191033379359466e-5
Amillepora10673,3.4273611679840595e-7
Amillepora10671,4.692399334332607e-5
Amillepora10670,2.9282979475053424e-5
Amillepora10679,1.355381279711015e-4
Amillepora10675,1.3932525085013432e-4
Amillepora10678,6.924510994205473e-5
Amillepora10682,3.017747157143835e-4
Amillepora10680,1.815207617053705e-4
Amillepora10681,3.112355861417688e-6
Amillepora10694,1.143592157338154e-4
Amillepora10693,8.460348455710351e-7
Amillepora10688,6.829859123637258e-6
Amillepora10692,7.361715741824426e-6
Amillepora10690,2.1599221658172853e-5
Amillepora10695,4.2232231197463675e-6
Amillepora10689,3.7735253708927555e-5
Amillepora10702,1.949062761083437e-5
Amillepora10696,7.020382965324322e-8
Amillepora10698,2.223015440115398e-4
Amillepora10697,1.0945610539198179e-5
Amillepora10699,3.298241044186719e-5
Amillepora10704,1.0858660072565398e-5
Amillepora10701,4.7256697874727274e-7
Amillepora10700,2.290878690249105e-5
Amillepora10710,2.2582876243995008e-5
Amillepora10706,4.0924529636172995e-4
Amillepora10712,1.062068354731304e-6
Amillepora10708,2.2917237460933683e-4
Amillepora10705,4.474672381412379e-6
Amillepora10711,5.70127712550354e-5
Amillepora10709,1.187812129737066e-5
Amillepora10707,2.2730532968013107e-5
Amillepora10713,2.88695917088986e-4
Amillepora10715,2.0076197531764138e-5
Amillepora10714,3.376585696106739e-7
Amillepora10717,1.1015251596374351e-6
Amillepora10716,5.354005032424705e-5
Amillepora10723,1.1486222853405451e-5
Amillepora10724,3.3760844224307224e-5
Amillepora10718,1.1733928411646248e-5
Amillepora10720,2.134633245814861e-5
Amillepora10722,2.9764206232370853e-6
Amillepora10719,2.224512193336452e-5
Amillepora10725,1.6057027682708928e-5
Amillepora10728,2.4503117539436723e-5
Amillepora10729,3.701718200461352e-6
Amillepora10727,6.127633410079993e-4
Amillepora10726,1.1265186364761776e-5
Amillepora10735,3.203280025555258e-5
Amillepora10732,2.889899827590805e-4
Amillepora10731,4.069323281733954e-5
Amillepora10734,8.664219471044225e-6
Amillepora10740,5.2493717639916395e-6
Amillepora10743,3.459515554841366e-7
Amillepora10739,6.208075129263501e-5
Amillepora10741,6.624547974447699e-6
Amillepora10737,1.8829337600980052e-4
Amillepora10744,3.3134384470063565e-5
Amillepora10745,3.0377783531535376e-5
Amillepora10754,9.794525188412544e-5
Amillepora10752,1.199552940017092e-5
Amillepora10753,5.544031776075481e-5
Amillepora10751,2.77990137649476e-7
Amillepora10748,2.6796163759976915e-5
Amillepora10750,3.665573889519863e-5
Amillepora10747,4.765730653875584e-5
Amillepora10755,2.3735951601157045e-6
Amillepora10764,8.81036508156504e-7
Amillepora10756,2.1924337105599978e-5
Amillepora10762,3.830154158387852e-7
Amillepora10757,6.805284244204007e-5
Amillepora10766,5.179660819415596e-5
Amillepora10761,6.04538845231002e-5
Amillepora10760,6.528484074449111e-7
Amillepora10758,2.537008902317892e-7
Amillepora10763,2.214189874258139e-5
Amillepora10759,8.442779000512283e-4
Amillepora10770,1.542114695963524e-6
Amillepora10772,2.9554911358273636e-5
Amillepora10767,2.873183889699314e-6
Amillepora10773,2.520300233439917e-6
Amillepora10775,8.043175642139036e-5
Amillepora10776,1.564824561631344e-5
Amillepora10781,1.8018200048075324e-6
Amillepora10782,4.4592086332275424e-5
Amillepora10786,4.315526017901972e-5
Amillepora10783,1.32174042380627e-5
Amillepora10797,3.3135128640467797e-6
Amillepora10790,3.0823791262887385e-7
Amillepora10789,1.026872703642997e-4
Amillepora10793,2.904389992220558e-5
Amillepora10791,6.963206119500754e-6
Amillepora10785,2.674885056163058e-5
Amillepora10796,3.971082531515145e-5
Amillepora10787,3.8000655939052086e-5
Amillepora10792,2.1324627270813272e-5
Amillepora10804,8.513894921228844e-7
Amillepora10800,4.2995745562371175e-6
Amillepora10802,4.417216225511487e-6
Amillepora10805,1.622874645359911e-6
Amillepora10807,1.1919267459640447e-6
Amillepora10801,6.713598143490287e-6
Amillepora10803,4.331221821750451e-5
Amillepora10799,2.1699534690833906e-5
Amillepora10821,1.890254447616596e-5
Amillepora10822,9.144253139921553e-5
Amillepora10823,1.7861451875288652e-4
Amillepora10819,6.76131268466899e-5
Amillepora10820,9.971346082774979e-7
Amillepora10809,9.002494468645653e-5
Amillepora10813,1.1057462048261172e-5
Amillepora10824,3.381718543009607e-5
Amillepora10825,1.173523460766313e-6
Amillepora10832,5.4255918752562466e-06
Amillepora10834,8.152983214242304e-7
Amillepora10836,9.51896365832493e-5
Amillepora10833,2.6847399857532592e-5
Amillepora10837,9.720479103019942e-6
Amillepora10847,1.3177241799241555e-5
