file	all	nonSym	cladeC	cladeD
SRR5374550_symbCounts.tsv	9543183	9541741	1094	348
SRR5374551_symbCounts.tsv	8922277	8921258	770	249
SRR5374552_symbCounts.tsv	7475971	7475228	518	225
SRR5374553_symbCounts.tsv	10419463	10418488	721	254
SRR5374554_symbCounts.tsv	7741010	7739123	1689	198
SRR5374555_symbCounts.tsv	9168754	9168134	425	195
SRR5374556_symbCounts.tsv	7733595	7732989	409	197
SRR5374557_symbCounts.tsv	5749141	5748541	457	143
SRR5374558_symbCounts.tsv	8128269	8127493	598	178
SRR5374559_symbCounts.tsv	8408093	8407114	744	235
SRR5374560_symbCounts.tsv	6623398	6622806	418	174
SRR5374561_symbCounts.tsv	6700979	6700514	311	154
SRR5374562_symbCounts.tsv	9790115	9789340	504	271
SRR5374563_symbCounts.tsv	9408718	9407992	482	244
SRR5374564_symbCounts.tsv	9206622	9205837	520	265
SRR5374565_symbCounts.tsv	8129425	8128882	343	200
SRR5374566_symbCounts.tsv	4957026	4956556	319	151
SRR5374567_symbCounts.tsv	7728696	7726357	2133	206
SRR5374568_symbCounts.tsv	5571335	5570836	328	171
SRR6064903_symbCounts.tsv	5671855	4611802	1056143	3910
SRR6064904_symbCounts.tsv	4049419	3104664	941700	3055
SRR6064905_symbCounts.tsv	3389194	3097358	289919	1917
SRR6064906_symbCounts.tsv	3491338	3071697	417322	2319
SRR6064907_symbCounts.tsv	3539955	2272894	1264521	2540
SRR6064908_symbCounts.tsv	3055293	2615696	438397	1200
SRR6064909_symbCounts.tsv	3329793	711258	2613981	4554
SRR6064910_symbCounts.tsv	3801197	2880529	918655	2013
SRR6064911_symbCounts.tsv	5016798	4192555	821518	2725
SRR6064912_symbCounts.tsv	3802582	3437773	362842	1967
SRR6064913_symbCounts.tsv	2409541	494746	1911158	3637
SRR6064914_symbCounts.tsv	4255996	3517883	736094	2019
SRR6064915_symbCounts.tsv	3583453	3458110	123779	1564
SRR6064916_symbCounts.tsv	4074372	3755483	317235	1654
SRR6064917_symbCounts.tsv	3907845	3231855	673274	2716
SRR6064918_symbCounts.tsv	4471270	3753146	715545	2579
SRR6064919_symbCounts.tsv	4599145	4248419	349276	1450
SRR6064920_symbCounts.tsv	4502730	4200704	301030	996
SRR6064921_symbCounts.tsv	5200927	4382539	815155	3233
SRR6064922_symbCounts.tsv	4750737	4342137	406040	2560
SRR6064923_symbCounts.tsv	3324213	3222580	100779	854
SRR6064924_symbCounts.tsv	4679623	4027856	649367	2400
SRR6064925_symbCounts.tsv	196164	161395	34491	278
SRR6064926_symbCounts.tsv	4348407	4143066	203690	1651
SRR6064927_symbCounts.tsv	5072281	4694177	375590	2514
SRR6064928_symbCounts.tsv	4198604	3992804	203881	1919
SRR6064929_symbCounts.tsv	4039058	3483534	553469	2055
SRR6064930_symbCounts.tsv	4421354	4084754	334941	1659
SRR6064931_symbCounts.tsv	4269681	3823703	443193	2785
SRR6064932_symbCounts.tsv	4591300	3886395	702743	2162
SRR629089_symbCounts.tsv	979416	203615	2857	772944
SRR629090_symbCounts.tsv	1416544	518005	3263	895276
SRR629091_symbCounts.tsv	2928865	1273001	6600	1649264
SRR629092_symbCounts.tsv	1580526	730891	3139	846496
SRR629093_symbCounts.tsv	1520670	559344	4186	957140
SRR629094_symbCounts.tsv	1566183	762165	4416	799602
SRR629095_symbCounts.tsv	1264929	555846	4585	704498
SRR629096_symbCounts.tsv	1890167	873237	4511	1012419
SRR629126_symbCounts.tsv	1461434	464283	4463	992688
SRR629127_symbCounts.tsv	1116583	443558	3400	669625
SRR629128_symbCounts.tsv	569502	163535	2181	403786
SRR629129_symbCounts.tsv	2067933	1727669	337571	2693
SRR629130_symbCounts.tsv	807771	628554	177075	2142
SRR629131_symbCounts.tsv	1781688	1016777	761002	3909
SRR629132_symbCounts.tsv	1199064	748790	441562	8712
SRR629133_symbCounts.tsv	1876796	834399	5234	1037163
SRR629134_symbCounts.tsv	1394480	638850	752269	3361
SRR629135_symbCounts.tsv	803490	225542	445138	132810
SRR629136_symbCounts.tsv	257135	79551	157807	19777
SRR629150_symbCounts.tsv	1660663	1054513	590409	15741
SRR629151_symbCounts.tsv	1485601	598111	862946	24544
SRR629152_symbCounts.tsv	1139200	976038	34880	128282
SRR629153_symbCounts.tsv	2528698	2223313	14927	290458
SRR629154_symbCounts.tsv	1811997	954105	850468	7424
SRR629155_symbCounts.tsv	1434444	589082	841511	3851
SRR629156_symbCounts.tsv	216859	80524	105210	31125
SRR629157_symbCounts.tsv	1219104	685274	530844	2986
SRR629158_symbCounts.tsv	2091586	756035	1295046	40505
SRR629159_symbCounts.tsv	1313555	397024	894538	21993
SRR6396371_symbCounts.tsv	2967650	2678345	288691	614
SRR6396372_symbCounts.tsv	3828690	3725789	102515	386
SRR6396373_symbCounts.tsv	2888289	2869774	18280	235
SRR6396374_symbCounts.tsv	1932244	1931558	346	340
SRR6396375_symbCounts.tsv	2368329	2367638	319	372
SRR6396376_symbCounts.tsv	1924870	1924403	221	246
SRR6396377_symbCounts.tsv	3233201	3232143	520	538
SRR6396378_symbCounts.tsv	1172093	1171638	230	225
SRR6396379_symbCounts.tsv	3326612	3326116	197	299
SRR6396380_symbCounts.tsv	2969735	2968919	438	378
SRR6396381_symbCounts.tsv	2997424	2996330	611	483
SRR6396382_symbCounts.tsv	3067979	3067534	225	220
SRR7347322_symbCounts.tsv	193377	159484	33618	275
SRR7347323_symbCounts.tsv	212534	158110	53931	493
SRR7347324_symbCounts.tsv	344837	273318	71176	343
SRR7347325_symbCounts.tsv	309197	233813	74967	417
SRR7347326_symbCounts.tsv	193368	133447	59649	272
SRR7347327_symbCounts.tsv	157650	103846	53581	223
SRR7347328_symbCounts.tsv	199911	149843	49762	306
SRR7347329_symbCounts.tsv	425437	303814	121274	349
SRR7347330_symbCounts.tsv	223950	190803	31137	2010
SRR7347331_symbCounts.tsv	370950	261878	108658	414
SRR7347332_symbCounts.tsv	266849	211373	33775	21701
SRR7347333_symbCounts.tsv	31817	24320	5154	2343
SRR7347334_symbCounts.tsv	32620	27157	5377	86
SRR7347335_symbCounts.tsv	198795	143170	55401	224
SRR7347336_symbCounts.tsv	182780	151309	31278	193
SRR7347337_symbCounts.tsv	309111	245323	63431	357
SRR7347338_symbCounts.tsv	155232	118828	36181	223
SRR7347339_symbCounts.tsv	199777	149079	50430	268
SRR7347340_symbCounts.tsv	280351	218819	61159	373
SRR7347341_symbCounts.tsv	218631	171032	47312	287
SRR7347342_symbCounts.tsv	210837	161311	49268	258
SRR7347343_symbCounts.tsv	210838	144449	66124	265
SRR7347344_symbCounts.tsv	350403	254547	95495	361
SRR7347345_symbCounts.tsv	228468	197544	30688	236
SRR7347346_symbCounts.tsv	203784	144139	59303	342
SRR7347347_symbCounts.tsv	220879	190479	30144	256
SRR7347348_symbCounts.tsv	191594	145215	46088	291
SRR7347349_symbCounts.tsv	160752	136900	23643	209
SRR7347350_symbCounts.tsv	308357	227776	80231	350
SRR7347351_symbCounts.tsv	338088	266202	71513	373
SRR7347352_symbCounts.tsv	35716	27449	8150	117
SRR7347353_symbCounts.tsv	125660	103704	21746	210
SRR7347354_symbCounts.tsv	190620	163706	26715	199
SRR7347355_symbCounts.tsv	252423	178778	73327	318
SRR7347356_symbCounts.tsv	410868	315537	95055	276
SRR7347357_symbCounts.tsv	259989	186530	73182	277
SRR7347358_symbCounts.tsv	361684	299744	61641	299
SRR7347359_symbCounts.tsv	298225	233740	64172	313
SRR7347360_symbCounts.tsv	219514	176880	42373	261
SRR7347361_symbCounts.tsv	176431	141960	34240	231
SRR7347362_symbCounts.tsv	200336	152733	47349	254
SRR7347363_symbCounts.tsv	181889	162253	19411	225
SRR835875_symbCounts.tsv	806414	752406	53393	615
SRR835876_symbCounts.tsv	905977	841154	64176	647
SRR835877_symbCounts.tsv	685206	549003	135209	994
SRR835878_symbCounts.tsv	1115090	874826	238896	1368
SRR835879_symbCounts.tsv	802137	682155	119081	901
SRR835880_symbCounts.tsv	1110639	964800	144653	1186
SRR835881_symbCounts.tsv	538418	440275	97521	622
SRR835882_symbCounts.tsv	1658458	1378221	278706	1531
SRR835883_symbCounts.tsv	248514	152078	95925	511
SRR835884_symbCounts.tsv	1091185	770619	318941	1625
SRR835885_symbCounts.tsv	427850	280949	146104	797
SRR835886_symbCounts.tsv	1543083	1136057	404954	2072
SRR835887_symbCounts.tsv	287451	201226	85824	401
SRR835888_symbCounts.tsv	1559482	1228603	329206	1673
SRR835889_symbCounts.tsv	1294897	1037849	255850	1198
SRR835890_symbCounts.tsv	1752774	1534004	217386	1384
SRR835891_symbCounts.tsv	1740403	1450266	288627	1510
SRR835892_symbCounts.tsv	498711	422172	76080	459
SRR835893_symbCounts.tsv	1975256	1709324	264574	1358
SRR835894_symbCounts.tsv	1699237	1453855	243962	1420
SRR835895_symbCounts.tsv	1151869	980069	170728	1072
SRR835896_symbCounts.tsv	705833	603627	101513	693
