gene	LD1	PCA.pa.1	coef	MeanDecreaseAccuracy	MeanDecreaseGini
Amillepora03846	6.106701642801353e-5	0.0032069298691906646	0	0	0
Amillepora03848	6.813246904591136e-7	0.005138433494699025	0	0	0
Amillepora03849	2.691983768622269e-5	6.487089200528004e-4	0	0	0
Amillepora03853	4.31978101957799e-6	0.0022953137459603623	0	0	0
Amillepora03854	6.444366620741125e-5	-0.0015455602409075008	0	-1.4144589133363269e-5	0.013893220795181661
Amillepora03857	6.225116687163302e-5	-0.0020268489529998695	0	0	0.011864645428944158
Amillepora03859	1.1633416104969382e-4	-0.0014584216420726777	0	-7.941234862021054e-7	0.015235726320460004
Amillepora03861	4.381585711089838e-6	0.0015947236317183067	0	0	0
Amillepora03862	1.580412308255518e-6	-0.005628166705731586	0	0	0
Amillepora03864	1.1189458681970871e-6	0.005121532824631547	0	0	0
Amillepora03865	4.003557619996912e-7	0.009703576222817579	0	0	0
Amillepora03867	5.261711785998761e-4	0.013123204965753863	0	3.128277531262606e-4	0.07115357094988613
Amillepora03870	1.8040024906531437e-4	0.004462653500379564	0	0	0
Amillepora03871	4.519103391266505e-6	-0.004615312102470818	0	5.904782656062751e-5	0.0084094019372612
Amillepora03872	1.1111218560061061e-7	0.003023276816970999	0	0	0
Amillepora03874	2.2661735059475166e-5	0.0019746996139720957	0	0	0
Amillepora03875	1.9837604485413835e-5	0.007137643330413788	0	0	0
Amillepora03877	2.277168387105693e-9	0.006988919669812803	0	0	0
Amillepora03878	5.4311375753728454e-5	0.004434474543046678	0	1.45985401459854e-5	0.003900000000000233
Amillepora03880	3.907969266216376e-6	0.013908514761094531	0	0	0.002666666666666667
Amillepora03881	6.662518368002414e-7	0.023543676277173277	0	8.310203187307028e-4	0.5143283010704067
Amillepora03882	3.376924901036553e-5	-6.577666547016826e-4	0	4.511278195488722e-5	0.025190476190476197
Amillepora03883	2.0580260807485423e-6	0.00734835946653449	0	0	0
Amillepora03884	5.3606538885666725e-6	0.002332599985429767	0	0	0
Amillepora03885	1.0620027998960663e-4	0.005671165878813699	0	0	0
Amillepora03886	8.67090269695975e-7	0.01221950566525656	0	0	0
Amillepora03888	2.1721879914385656e-4	0.010772807185132561	0	0	0
Amillepora03889	1.9739428656315687e-9	0.010632035028095671	0	0	0
Amillepora03898	1.028013457652762e-5	0.01389213967766616	0	0	0
Amillepora03899	2.2362832073390373e-5	0.001666323073999498	0	0	0
Amillepora03900	1.7785445447583597e-4	-0.0032334054764556704	0	0	0
Amillepora03901	4.915849817932322e-8	0.01145060893370667	0	0	0
Amillepora03902	2.9695319068263743e-6	0.004255994515595545	0	0	0.0171959310039814
Amillepora03905	1.1943839383214159e-4	0.006552044301258163	0	0	0
Amillepora03907	1.7822993930724766e-5	9.229457971624088e-4	0	1.5267175572519083e-5	0.003972602739726028
Amillepora03909	2.17744342234963e-5	9.710753757897064e-4	0	2.8985507246376814e-5	0.00391855372285903
Amillepora03910	3.462651010124168e-5	-0.0029961956568339406	0	0	0
Amillepora03912	2.064177977792399e-4	-3.004954159658466e-4	0	0	0
Amillepora03913	9.702636205557903e-5	0.0023610121209108902	0	0	0
Amillepora03915	6.085346739614069e-6	0.0027468085735938993	0	0	0
Amillepora03917	1.9204867384269693e-5	9.779308266252618e-4	0	0	0.01983333333333333
Amillepora03918	1.2229066091473607e-5	-0.006098367046139706	0	0	0
Amillepora03919	2.265849487823911e-5	6.138596171152738e-4	0	9.722222222222223e-5	0.013843747081348681
Amillepora03924	4.467643956376297e-5	-0.008803000583298075	0	1.6733886770940964e-4	0.05180766709718449
Amillepora03925	8.954919440012103e-5	-0.009140872815996735	0	0	0
Amillepora03926	5.426444381103952e-6	0.006836385672751674	0	0	0
Amillepora03929	5.525596154382097e-6	0.005706254893137203	0	-1.4925373134328359e-5	0.007483870967741936
Amillepora03930	1.667035478530824e-5	0.0029109011152958545	0	4.286154794942954e-5	0.024393711551606325
Amillepora03932	7.800066321974916e-6	0.009015666180828382	0	0	0
Amillepora03933	6.450764938297534e-6	-0.002901138940503453	0	0	0
Amillepora03934	6.360300903969359e-8	0.007595703702600185	0	0	0.02113015873015873
Amillepora03935	1.4563307717205454e-8	0.010902710283864856	0	0	0
Amillepora03937	1.9361691220636965e-5	4.765822091945731e-4	0	0	0.005714285714285713
Amillepora03938	2.3937145217882568e-5	-0.004741406787316671	0	4.3165467625899284e-5	0.028092185232008234
Amillepora03939	1.0369788335636491e-4	0.005796662404093033	0	-1.5267175572519083e-5	0.003764705882352942
Amillepora03940	5.4744321919557224e-5	0.00929596068937991	0	0	0
Amillepora03947	6.740340404801814e-5	0.009901561424580794	0	0	0
Amillepora03948	6.819136722877355e-8	0.0055506243926446005	0	0	0
Amillepora03949	7.61086890324261e-8	0.014825889777090828	0	0	0
Amillepora03950	7.661234600218788e-6	0.010701756747470103	0	0	0
Amillepora03951	3.9385757319778926e-5	0.004910972635574301	0	0	0.008413365346138449
Amillepora03952	1.3993901679470433e-5	0.0023492149860327148	0	1.4925373134328359e-5	0.005714285714285713
Amillepora03954	4.83514168078285e-8	0.0037457769174535785	0	0	0
Amillepora03955	7.143914992796844e-7	0.005482204927832151	0	0	0
Amillepora03956	6.786835710182777e-6	0.006058650594488042	0	0	0
Amillepora03961	4.314928849250887e-5	0.006416121254175464	0	4.195804195804196e-5	0.018035924884332758
Amillepora03962	2.4681876887395022e-5	0.014082533910685029	0	0	0
Amillepora03963	2.6278225190996623e-5	0.00784777356494473	0	-1.36986301369863e-5	0.02666928981295456
Amillepora03967	4.279124705812449e-6	0.003728296497442201	0	0	0
Amillepora03969	1.0261566644069615e-5	0.003897510172544594	0	0	0
Amillepora03970	2.9416852449083765e-5	0.002547893264022753	0	-1.3043478260869564e-4	0.02082499999999999
Amillepora03975	1.5323438629778767e-6	0.01054550923467003	0	0	0
Amillepora03978	1.783584566681883e-5	0.004387036538602063	0	0	0
Amillepora03979	4.4378538178867296e-5	0.008170731326266589	0	-6.015037593984962e-5	0.015
Amillepora03981	2.3769988364264013e-6	-0.00280229160994101	0	0	0
Amillepora03982	1.1797594738102245e-6	0.010838060140448975	0	0	0
Amillepora03983	9.09049113302244e-6	0.008136887261312493	0	0	0
Amillepora03985	7.980999027370148e-6	0.0014513179018518457	0	0	0
Amillepora03986	1.8551476358064948e-5	0.017507964712269734	0	0	0
Amillepora03988	1.9430294493036987e-5	0.009925976198069541	0	0	0
Amillepora03989	4.688586642693563e-6	-3.0941525367433344e-4	0	0	0
Amillepora03990	2.695502606472338e-4	0.005781536333342236	0	0	0
Amillepora03991	7.415385004340248e-5	0.0032572974093352546	0	0	0
Amillepora03992	7.14572069202118e-5	0.005387220039604554	0	1.4388489208633095e-5	0.010973605442179405
Amillepora03993	2.1527302064491898e-5	0.004787623739108271	0	-6.153846153846154e-5	0.017739130434782608
Amillepora03996	1.9670188741372708e-4	0.00787331224814648	-0.22035585546519734	4.959430217692107e-4	0.18085089971704393
Amillepora03997	3.255492290512421e-4	0.005631415699731995	0	0	0
Amillepora03998	1.31301798342982e-4	0.00644425972441673	0	0	0.007589743589743591
Amillepora03999	1.3493813955075341e-4	0.006009993856581497	0	0	0
Amillepora04000	2.3544967479281534e-4	0.011134817274712808	0	0	0
Amillepora04001	2.7450672799894613e-6	0.005274843438844608	0	0	0
Amillepora04002	7.493290573465426e-5	0.00901559528359	0	1.25e-4	0.04088154276033532
Amillepora04004	9.63451101877414e-5	0.013525705871285649	0	2.3747467664017455e-4	0.04152529302710889
Amillepora04008	1.0855258728777092e-6	0.007036659818613858	0	0	0
Amillepora04011	1.288685852347047e-5	0.0026711705935079577	0	0	0
Amillepora04012	1.596048112650302e-5	0.003305166935859212	0	0	0.006545454545454545
Amillepora04013	2.9364300952327426e-6	0.0015481859543620318	0	0	0
Amillepora04015	1.583360907478477e-5	0.003878853279932423	0	-1.5267175572519083e-5	0.010952947845805
Amillepora04017	1.2818246747836646e-5	0.0021631177560889935	0	0	0
Amillepora04018	6.317082253747825e-5	0.004737962566862078	0	0	0
Amillepora04022	3.992723855951184e-6	0.0029752126311849494	0	0	0.007785600146098716
Amillepora04027	4.162340400843387e-5	0.0056071020935133725	0	0	0
Amillepora04030	2.114359448734599e-6	0.004929754024605286	0	0	0
Amillepora04031	2.876774223851697e-4	0.0059225588716950925	0	0	0
Amillepora04033	4.160084163029212e-6	0.004569741500912168	0	0	0.0038974358974359262
Amillepora04034	4.842111855611836e-5	0.0038624380136805725	0	0	0
Amillepora04036	2.547028812116388e-8	0.004104644345391495	0	0	0
Amillepora04038	3.2904008590054326e-6	0.00908638879584978	0	0	0
Amillepora04039	4.00526672040468e-6	0.01224339019141943	0	0	0
Amillepora04041	2.9511731128043987e-5	0.0064341867980287435	0	-1.479741632413388e-5	0.035129031231603915
Amillepora04043	4.227049859016273e-5	0.00919023294071954	0	0	0
Amillepora04044	3.7240431532819404e-6	0.007030823339520827	0	0	0
Amillepora04045	1.735326790186152e-4	0.005693451728662004	0	0	0
Amillepora04049	2.609000515715658e-4	0.0030321846063080045	0	0	0
Amillepora04051	5.3494283943339354e-5	0.007128954914438332	0	0	0
Amillepora04052	5.586228092179217e-6	0.012979619816994225	0	0	0
Amillepora04054	8.084474376384226e-6	0.01035927303612973	0	4.1666666666666665e-5	0.0038974358974361253
Amillepora04056	2.2340516230440332e-4	0.011023663619814434	-0.023860194124083457	2.7532271032467754e-4	0.10784767955370057
Amillepora04057	7.425796514873725e-5	0.004767730375341294	0	0	0.007422979183563171
Amillepora04060	3.452570565786793e-5	0.0032477723413234373	0	0	0
Amillepora04063	5.5860961967152315e-5	0.01359432844936003	0	0	0
Amillepora04069	8.847893972664309e-7	0.004335747867666969	0	0	0.003906496062992119
Amillepora04070	3.6265520407544008e-9	0.003923932976291388	0	0	0
Amillepora04072	3.4518416631059437e-6	0.006721333805399241	0	2.0676030604088158e-4	0.04966332310758541
Amillepora04073	1.5315973821445885e-7	0.006137235970651532	0	0	0.003914491264131584
Amillepora04074	1.989063250932742e-5	0.0035866569620628687	0	1.2987012987012988e-5	0.01031686091686097
Amillepora04075	1.6699509580186314e-7	-0.0037351938562986747	0	2.909437156157427e-5	0.0297401424606704
Amillepora04076	3.7669055137527304e-5	0.001828937263401961	0	0	0
Amillepora04079	1.6923959580654306e-4	0.0011816091887447736	0	0	0
Amillepora04089	8.253548306892311e-6	0.0039814249445211895	0	0	0
Amillepora04091	1.3257068922082927e-4	-0.0068986638379615614	0	-3.1496062992125985e-5	0.03212807192807193
Amillepora04092	4.019224798660702e-7	0.0016491879563640998	0	2.91970802919708e-5	0.003692307692307754
Amillepora04094	4.464024903501633e-5	0.004679735284329289	0	0	0
Amillepora04098	1.1911105792183242e-4	0.0022233270143208507	0	0	0
Amillepora04099	5.4813143203859715e-6	0.001050928487992962	0	0	0
Amillepora04102	1.692518547172368e-8	2.2614533834557687e-4	0	1.3986013986013986e-5	0.015238095238095238
Amillepora04103	1.873778205984564e-10	0.00577422981601958	0	0	0
Amillepora04104	7.791639592071103e-5	0.00337291311711971	0	0	0
Amillepora04105	1.4449102064498137e-4	0.0125143278753458	0	0	0
Amillepora04106	1.8019294469413566e-5	0.004799220682054093	0	0	0
Amillepora04107	8.57872084674808e-6	1.7460054974045676e-4	0	-1.4184397163120568e-5	0.015496062992125985
Amillepora04108	2.3203370900245315e-8	0.008638603512304928	0	0	0
Amillepora04109	1.270289403909678e-4	0.006947832266448646	0	0	0
Amillepora04110	8.522172297047247e-7	0.001753880830982925	0	0	0
Amillepora04111	1.133619741209341e-6	0.004426369316516811	0	-4.1666666666666665e-5	0.0032
Amillepora04112	7.943793410737556e-6	0.005320548917624868	0	0	0
Amillepora04113	1.4353884122294718e-5	0.011087199142384653	0	0	0
Amillepora04115	2.9119619567091e-7	0.002566058363325102	0	0	0
Amillepora04116	1.5286983553954875e-6	0.004087761286315096	0	0	0
Amillepora04117	8.340483499527976e-7	0.010242321134175118	0	6.201550387596899e-5	0.006222222222222225
Amillepora04119	5.817457762308457e-5	0.008328883655848733	0	0	0
Amillepora04129	2.5566271692384003e-5	0.004911756675737207	0	0	0
Amillepora04132	3.088637657339746e-5	0.005624934677140521	0	0	0
Amillepora04134	1.3810409689615042e-4	-2.819399995536088e-4	0	2.8985507246376814e-5	0.010181818181818183
Amillepora04137	3.219553910490369e-5	0.004194722733285146	0	0	0
Amillepora04138	2.8549212963370026e-5	0.0019648805390779576	0	9.523809523809523e-5	0.011562697461597111
Amillepora04139	3.2373413073571255e-6	3.0516651502715726e-4	0	0	0
Amillepora04142	1.3502710003723804e-4	0.00576641338149848	0	2.91970802919708e-5	0.014787281360822248
Amillepora04143	1.364783083782817e-5	0.003387762240533873	0	0	0
Amillepora04144	1.8418108293569746e-4	0.002838372152737559	0	0	0.003
Amillepora04149	1.527054312826904e-5	0.0033249914620041726	0	4.195804195804196e-5	0.06038171188967732
Amillepora04152	7.975000567736067e-5	0.014613914200113208	0	0.001086073742426045	0.5046385596942008
Amillepora04160	9.87176314742617e-7	-0.0010829441103660654	0	0	0
Amillepora04162	1.266070630656126e-4	-0.0018886414777657735	0	0	0
Amillepora04163	4.5917521341350473e-4	0.003442617120698662	0	-1.4705882352941177e-5	0.00391686091686995
Amillepora04164	8.887350040105952e-5	0.015614472459712918	0	0	0
Amillepora04166	1.1524168549895996e-5	-0.009303514725272572	0	0	0
Amillepora04172	2.346759339873391e-4	-0.007036629624476696	0	0	0
Amillepora04173	2.4590058276126726e-5	0.008076968746503928	0	2.6143790849673204e-5	0.006906768837803341
Amillepora04175	6.594009347273549e-6	0.0026546311040244485	0	0	0
Amillepora04176	1.4231555059175915e-5	0.00795025128032568	0	0	0
Amillepora04181	7.289600640469916e-8	0.0064963265268783025	0	0	0
Amillepora04183	3.302534764853272e-5	0.004241584666629541	0	0	0.025666666666666678
Amillepora04185	2.0721933889031354e-5	0.001780184852593589	0	0	0
Amillepora04186	3.3823516866915515e-6	0.0031414122706388153	0	1.5503875968992248e-5	0.023876179941002933
Amillepora04187	3.0079764400196685e-5	-8.077739889261983e-4	0	1.3986013986013986e-5	0.048787778385802824
Amillepora04188	6.100323259800162e-5	0.006674511467420394	0	4.2553191489361704e-5	0.003966666666666669
Amillepora04190	5.210375146906011e-5	0.002055384627812819	0	0	0
Amillepora04191	1.8061380833228876e-6	-0.01000621449270895	0	7.290956403156004e-5	0.06513384498796396
Amillepora04192	1.1789842956205857e-5	0.005410074073047133	0	0	0
Amillepora04193	1.417212622851158e-5	0.008630783371153831	0	0	0
Amillepora04197	4.488814526086907e-5	0.00398682399158441	0	0	0
Amillepora04198	2.9414843960913677e-5	0.009287634053099654	0	0	0
Amillepora04199	4.591650930593909e-5	0.006780627279297493	0	0	0
Amillepora04212	4.904987842566011e-5	0.011253183373912899	0	1.4925373134328359e-5	0.009098649609097351
Amillepora04217	7.971062663815172e-4	0.013360187983447238	0	4.7619047619047614e-5	0.026143401541829262
Amillepora04220	1.1680815614454565e-4	0.007759898921617465	0	5.7068335941575376e-5	0.018686161120204915
Amillepora04229	3.6476503255257844e-4	0.005163221029782828	0	0	0.0032
Amillepora04237	6.9591147935315e-7	0.00708100279932486	0	0	0
Amillepora04248	3.871144636112479e-5	0.011635854670914623	0	1.0144927536231884e-4	0.00754006820119696
Amillepora04249	7.362176945256772e-5	0.0034197476865221086	0	-2.9276578737010394e-5	0.03817369727047134
Amillepora04252	5.542177638724928e-5	0.005185430564933621	0	-1.5037593984962406e-5	0.00778120243531481
Amillepora04253	4.357506364046979e-6	0.005444419448427343	0	0	0
Amillepora04254	1.823702914352729e-5	0.004907708938945043	0	0	0
Amillepora04256	3.2670841865710023e-6	0.007449006783615557	0	1.5037593984962406e-5	0.015999999999999997
Amillepora04257	7.745542447305667e-6	0.007405720517512077	0	-2.8368794326241135e-5	0.0032
Amillepora04262	7.131074108046504e-5	0.0018704794579816441	0	0	0
Amillepora04271	4.3942839396876e-5	0.0021583761381726682	0	0	0
Amillepora04272	7.360869948290732e-6	0.002742102362678157	0	0	0
Amillepora04273	1.259410181201375e-4	0.01053392459478824	0	0	0.0032
Amillepora04285	1.656241485932673e-5	0.00544162787045345	0	0	0
Amillepora04288	1.2501435395411327e-5	0.004669572573790943	0	0	0
Amillepora04290	2.5754853895795012e-5	0.012378470290805061	0	0	0
Amillepora04292	3.2166997291143104e-5	0.002551123610757646	0	0	0
Amillepora04293	4.394526875681651e-4	0.02455981059526231	0	1.8956944885221622e-4	0.08085923417113473
Amillepora04294	3.1874697085221215e-6	-0.007806340425104785	0	0	0
Amillepora04295	2.2486856179045614e-5	9.69264011375945e-5	0	0	0.00380043791054959
Amillepora04296	9.221929108968558e-7	0.00450136586725441	0	0	0
Amillepora04297	3.4006397411625598e-6	0.0010700917869223372	0	0	0
Amillepora04298	7.043572879067584e-6	0.002790908054726671	0	0	0
Amillepora04299	5.4564905930199416e-5	0.005267413066867122	0	-1.372549019607842e-6	0.013907151391022372
Amillepora04300	2.338078323350048e-5	0.004383146454159322	0	0	0
Amillepora04301	7.230847186817409e-5	0.007993982535888582	0	0	0
Amillepora04302	8.544569959410417e-5	0.0070746712387026855	0	0	0
Amillepora04303	1.14123207510235e-4	0.003908511985778106	0	0	0
Amillepora04305	2.0761118872380206e-4	0.0098468278785290991	0	0	0
Amillepora04306	4.53049932981989e-5	0.004626393432780278	0	0	0
Amillepora04308	2.4495848605673167e-5	0.003009437439513484	0	0	0
Amillepora04310	6.970569920778806e-5	0.001542435526889639	0	-5.925925925925926e-5	0.027415019762845858
Amillepora04311	8.920374988253502e-7	-0.0021322319038132786	0	-6.0721721027064535e-5	0.02295416614771554
Amillepora04312	6.986073248925366e-6	-0.0036328013581886443	0	0	0.007
Amillepora04313	1.5031699980081914e-5	0.006440002602495552	0	0	0
Amillepora04314	1.510928151074005e-5	0.006253925008212024	0	0	0.003908631826198075
Amillepora04316	1.403244259039694e-6	0.005174098295256931	0	0	0
Amillepora04319	9.082075570073117e-6	0.011456319445452248	0	-1.4492753623188407e-5	0.016072473867595825
Amillepora04320	2.517060551622316e-4	0.007638645914037809	0	0	0
Amillepora04321	0.0010167978508451617	-0.004883556777314166	0	0	0
Amillepora04324	1.8822661401677174e-5	0.01153790388719966	0	2.9804669959586887e-4	0.029594914954246775
Amillepora04325	1.3558562018237638e-5	0.00787213524636252	0	0	0
Amillepora04326	3.358756491152739e-7	0.0038483250604143555	0	0	0
Amillepora04328	3.2146044377834847e-6	-0.012027652123107914	0	1.4705882352941178e-4	0.022303260597378256
Amillepora04329	2.474269114278157e-8	-0.007055737168133276	0	0	0
Amillepora04330	2.928221963149942e-5	0.002075150523012667	0	1.4492753623188407e-5	0.003919102776245608
Amillepora04332	9.753163741941956e-6	0.005132874553871455	0	0	0.014948439296327621
Amillepora04333	2.216178197985435e-5	0.010815438894296139	0	0	0
Amillepora04334	3.15314583130115e-5	0.01468168228666084	0	0	0
Amillepora04335	8.357858777488044e-6	0.011357796067825313	0	0	0
Amillepora04336	8.766458649795221e-5	0.02082052774192118	0	0	0
Amillepora04337	9.278102532759288e-6	0.00892233912037852	0	0	0
Amillepora04338	2.824330006084907e-5	0.016912754724447827	0	1.0606060606060606e-4	0.007729398012857985
Amillepora04339	2.0834074048055803e-4	0.0036103225481247383	0.14835863369021857	-1.5748031496062993e-5	0.0035555555555555553
Amillepora04341	4.1567898321908055e-5	0.008137323966636684	0	1.5748031496062993e-5	0.003428571428571429
Amillepora04342	9.780093587175152e-6	0.004797406669439328	0	0	0
Amillepora04344	7.51732749180352e-10	0.014823626453035593	0	0	0
Amillepora04345	1.280933217039894e-6	0.00275671396043792	0	8.571428571428571e-5	0.015703327549643688
Amillepora04346	3.526134421621691e-5	0.003733704897557515	0	0	0
Amillepora04348	4.435900056125369e-5	0.003597251535446637	0	0	0
Amillepora04349	2.853389066229448e-4	0.008654426791531361	0	-4.082013047530289e-5	0.03761739324463782
Amillepora04350	1.027984178710162e-5	-0.001974937696470557	0	0	0
Amillepora04351	1.4922746605257817e-5	7.248587752592886e-4	0	0	0
Amillepora04352	2.5397299822852693e-5	0.006171642635354691	0	0	0
Amillepora04355	6.250507083557634e-6	0.004309530475198379	0	-1.4492753623188407e-5	0.0032
Amillepora04356	5.357609679129609e-5	0.012570324007203235	0	0	0.0038571428571430103
Amillepora04357	6.511135446990796e-5	-0.005953517746168817	0	2.6001174398120963e-4	0.05817660474602377
Amillepora04359	7.458258978660233e-5	-0.0014035765802934087	0	0	0
Amillepora04361	1.1906592027046191e-4	-0.003591358983520311	0	0	0
Amillepora04362	3.491318742886432e-6	-0.0017653350166486358	0	0	0
Amillepora04363	1.2052466657844498e-7	1.7533021984759354e-4	0	0	0
Amillepora04364	5.64627447136402e-6	-0.0031140926270021014	0	1.5267175572519083e-5	0.02016666666666668
Amillepora04365	9.497891323086894e-6	0.008079703227316104	0	0	0
Amillepora04366	3.356666969819445e-5	0.008760185538674515	0	1.4285714285714285e-5	0.03592034560506744
Amillepora04368	7.234262398854937e-5	0.008270757910646463	0	0	0
Amillepora04369	1.2178843519209216e-5	0.003422198598652108	0	0	0
Amillepora04370	5.101987961092363e-6	0.006690254848375965	0	1.1414511414511414e-4	0.0406547308679539
Amillepora04372	8.085331934478122e-6	0.012536052934845273	0	0	0
Amillepora04373	1.6508191178994848e-6	0.008987083306763373	0	0	0
Amillepora04375	9.848189064513398e-8	0.004969247081936899	0	0	0
Amillepora04376	3.998618530759095e-6	0.004985715976142038	0	0	0
Amillepora04378	1.4796472296424215e-7	0.003618241770382814	0	0	0
Amillepora04379	1.4614380180859937e-5	0.007113966958474985	0	0	0
Amillepora04380	8.687943787538316e-5	0.009503933670401898	0	0	0
Amillepora04381	2.6444194861292324e-5	0.007462739882997005	0	5.5944055944055945e-5	0.0038316673909894235
Amillepora04382	2.877823204096892e-5	0.003673572777413366	0	0	0
Amillepora04383	1.963658496649805e-8	0.00787551449127119	0	0	0
Amillepora04384	1.5287431147450935e-4	0.0041250288375995195	0	4.379562043795621e-5	0.023318763399365366
Amillepora04385	4.58568805171586e-6	0.014444260285434949	0	0	0
Amillepora04386	9.068965964694597e-6	0.0029362455561336947	0	0	0
Amillepora04387	1.609354138716203e-4	0.004848725348693737	0	0	0
Amillepora04389	7.746142108755975e-4	-1.190371458838574e-4	-0.1933740720292731	2.935347367293374e-5	0.015318732477294844
Amillepora04395	9.477706552983145e-7	0.004244461206659404	0	0	0.0035000000000000035
Amillepora04396	3.320827713504074e-4	0.002479357644901741	0	0	0
Amillepora04397	9.228721599369785e-5	-0.0015986037630753432	0	0	0
Amillepora04399	8.768752591310853e-5	-0.00467698488277924	0	0	0
Amillepora04400	4.3182112316751343e-7	0.002201101135967936	0	0	0
Amillepora04401	8.796328746508495e-7	3.110024584927508e-4	0	0	0
Amillepora04404	8.38867772139202e-6	-0.006750329962546873	0	1.3533834586466166e-4	0.010513087248322166
Amillepora04405	1.0423430335987951e-5	-0.004614910767499963	0	0	0
Amillepora04406	1.9170838462390502e-7	-9.146549719161062e-4	0	8.823529411764706e-5	0.045427681774926273
Amillepora04407	2.079679347196533e-5	0.004784189755396508	0	8.336594911937376e-5	0.036771805181402724
Amillepora04409	9.55303722418626e-7	0.0035727469722472574	0	0	0
Amillepora04410	3.169620651730903e-5	0.015530080698541986	0	0	0
Amillepora04411	7.069789639917954e-6	0.01044225739787589	0	0	0
Amillepora04412	2.6985241267790053e-6	0.00419579398895429	0	-1.4492753623188407e-5	0.0032
Amillepora04413	3.976676305882407e-4	0.0050605346740328705	0	6.33124699085219e-5	0.023576034906939297
Amillepora04414	2.8937194477468396e-4	0.013074579000380946	0	0	0.0037777777777778
Amillepora04415	0.001156335032255098	0.012482165503095033	0	0	0
Amillepora04416	1.5281137044749777e-5	0.007113224123075441	0	0	0
Amillepora04417	8.858361042846879e-9	0.004813948393880341	0	0	0
Amillepora04418	1.0037646917512486e-4	0.0038778325475696818	0	0	0
Amillepora04419	2.2414816351928127e-5	0.006787295497242554	0	0	0
Amillepora04420	7.152607777441126e-6	0.0033696299233298304	0	0	0
Amillepora04421	1.1875338385192372e-4	0.002942319518891328	0	0	0
Amillepora04422	2.2087082402548063e-5	0.02328688355945148	0	0	0
Amillepora04423	1.2926813819482144e-5	0.004805076514783385	0	0	0
Amillepora04424	3.5484150178376256e-7	0.0021001942500052354	0	0	0
Amillepora04425	1.772021646254267e-5	0.009046990453353443	0	-4.3478260869565214e-5	0.011076923076923078
Amillepora04426	3.870021703885622e-6	0.0038876589331095627	0	0	0
Amillepora04427	1.4604445808626061e-5	-0.003945312431228061	0	7.142857142857142e-5	0.019127634660421562
Amillepora04428	5.007365957452492e-6	0.010705807697855065	0	0	0
Amillepora04429	1.6561524007606975e-5	-0.0016855899659471308	0	0	0
Amillepora04430	6.116533809802419e-5	0.00835650286643456	0	0	0
Amillepora04432	1.31439538887739e-6	0.0037170134562055333	0	0	0
Amillepora04435	2.606430819031049e-4	0.01437709311032878	0	0	0
Amillepora04437	3.0140512153013083e-5	-0.0018094834904189764	0	0	0
Amillepora04438	6.485196582049535e-6	0.004580225627789225	0	6.213753106876548e-7	0.011602668349782902
Amillepora04442	2.9155583989755462e-6	0.003414726254066803	0	0	0
Amillepora04444	1.3213490801416504e-5	0.015326368501915289	0	1.3043478260869564e-4	0.050449394484256005
Amillepora04445	1.759295127722475e-6	0.0015416271812395716	0	1.6928908968167422e-5	0.07412467679178661
Amillepora04447	6.38670118773235e-5	0.012142529566453682	0	0	0
Amillepora04448	1.4537867729683261e-5	0.004419851296331709	0	0	0.002666666666666667
Amillepora04449	1.780675811832124e-4	0.015597757728716296	0	0	0
Amillepora04451	1.9072913578501325e-4	0.007332827584296742	0	0	0.007428571428571423
Amillepora04452	1.7801657623954022e-5	0.003367242606629537	0	0	0
Amillepora04453	1.9876942310663466e-5	0.006350945617875116	0	0	0
Amillepora04454	9.410435158887911e-5	0.0061264393952244955	0	0	0
Amillepora04455	1.736301383298556e-9	0.0030756922406414353	0	7.474921400192593e-5	0.03035837466005437
Amillepora04456	8.530978160667323e-7	0.0028218469022498346	0	0	0
Amillepora04457	3.9052410874408315e-6	-0.0012761358415846003	0	0	0
Amillepora04460	1.5034909282498326e-6	9.566349481502122e-4	0	0	0.026931899641577065
Amillepora04461	3.131625427744371e-5	0.003256793933901495	0	0	0
Amillepora04462	2.6396680205414275e-5	-0.0016790602540062505	0	0	0
Amillepora04463	4.7441107078065843e-7	0.010435168753191858	0	0	0
Amillepora04464	1.1477083898072124e-5	-0.0017741455297187439	0	6.896551724137931e-5	0.021044931567820186
Amillepora04468	9.53421292547917e-5	0.006977713007434777	0	0	0
Amillepora04470	8.714157952056486e-6	0.004704736252508927	0	2.8985507246376814e-5	0.03093507297489282
Amillepora04471	3.449551678639247e-5	0.010390997489492631	0	0	0
Amillepora04472	8.113831598161313e-6	0.006977820142991714	0	0	0
Amillepora04473	5.333746259221045e-5	0.00980399954489252	0	0	0
Amillepora04474	5.006707334532285e-6	-0.0057708332400182	0	0	0
Amillepora04476	4.3538979367283714e-4	-0.009883838999663504	0	2.0551937984496124e-4	0.04829100977762394
Amillepora04477	4.910044462468957e-5	-0.0036523886580705333	0	0	0.009600000000000001
Amillepora04478	2.424956076071193e-5	-0.010253186922208668	0	1.2949640287769783e-4	0.007138250428816463
Amillepora04480	9.681670247805534e-6	0.005450154159764409	0	0	0
Amillepora04481	8.961014426956096e-5	0.012262555888984462	0	0	0
Amillepora04482	7.561115324413986e-7	0.010862600278414963	0	0	0
Amillepora04483	9.781855238613994e-7	0.009419081136246529	0	0	0
Amillepora04485	1.2912009629486213e-5	0.0015318320346585303	0	0	0
Amillepora04486	1.0596246120810408e-5	0.004852431969137742	0	0	0
Amillepora04487	7.150244256989065e-5	0.007594988740868239	0	1.5037593984962406e-5	0.023023676007326088
