gene	lassoCoef	MeanDecreaseAccuracy	MeanDecreaseGini
Amillepora32910	0	0	0
Amillepora32911	0	0	0
Amillepora32907	0	4.10958904109589e-5	0.006933333333333334
Amillepora32919	0	2.4571022438826275e-5	0.04632731286281577
Amillepora32915	0	0	0
Amillepora32922	0	0	0
Amillepora32921	0	0	0
Amillepora37796	0	0	0
Amillepora37797	0	1.7142857142857143e-4	0.02824526768453876
Amillepora34295	0	0	0.005714285714285713
Amillepora34287	0	0	0
Amillepora34296	0	0	0
Amillepora34292	0	0	0
Amillepora34288	0	0	0
Amillepora34290	0	0	0
Amillepora34291	0	0	0.01567078754578755
Amillepora34294	0	0	0
Amillepora34298	0	0	0
Amillepora34299	0	0	0
Amillepora34310	0	0	0
Amillepora34303	0	0	0
Amillepora34297	0	0	0
Amillepora34300	0	0	0
Amillepora34304	0	0	0
Amillepora34301	0	-2.7586206896551723e-5	0.007707107948214571
Amillepora34306	0	0	0.01846153846153846
Amillepora34307	0	0	0
Amillepora34313	0	0	0.012631578947368386
Amillepora34305	0	0	0
Amillepora34309	0	0	0
Amillepora34311	0	0	0
Amillepora34216	0	0	0
Amillepora34214	0	5.63408222982691e-5	0.0160536155221055
Amillepora34226	0	0	0
Amillepora37703	0	0	0
Amillepora37652	0	0	0
Amillepora34123	0	0	0
Amillepora34127	0	0	0.013467826086956592
Amillepora34130	0	-1.3888888888888888e-5	0.03921537767849928
Amillepora34126	0	1.4925373134328359e-5	0.017993230174081234
Amillepora34129	0	0	0
Amillepora34148	-0.2513670141364244	9.299147755103407e-4	0.2940642168875986
Amillepora34132	0	1.5384615384615384e-5	0.0032
Amillepora34142	0	-1.3605442176870747e-5	0.016000000000000004
Amillepora34141	0	0	0.007451847344766122
Amillepora34135	0	0	0
Amillepora34145	0	-1.4814814814814815e-5	0.0074666666666665694
Amillepora37067	0	0	0
Amillepora37059	0	0	0
Amillepora37066	0	0	0
Amillepora31084	0	1.4814814814814815e-5	0.018078213583246565
Amillepora31086	0	0	0
Amillepora31090	0	0	0
Amillepora31091	0	0	0
Amillepora31092	0	2.8911387120342345e-5	0.03570985823397102
Amillepora31093	0	0	0
Amillepora31098	0	0	0
Amillepora31096	0	0	0
Amillepora31103	0	0	0.0072052631578947484
Amillepora31100	0	0	0
Amillepora31104	0	0	0
Amillepora31101	0	0	0
Amillepora31108	0	0	0
Amillepora31106	0	0	0
Amillepora31109	0	0	0
Amillepora31107	0	0	0
Amillepora31111	0	8.510638297872341e-5	0.018505797101449274
Amillepora31116	0	0	0.024089082148314192
Amillepora31117	0	0	0
Amillepora37381	0	0	0
Amillepora37379	0	0	0
Amillepora37382	0	0	0
Amillepora30425	0	2.7972027972027973e-5	0.0026666666666666666
Amillepora30426	0	0	0
Amillepora30423	0	0	0
Amillepora30428	0	0	0
Amillepora30427	0	0	0
Amillepora30437	0	0	0.013714285714285719
Amillepora30439	0	-1.5151515151515151e-5	0.0111015640273705
Amillepora30432	0	0	0
Amillepora30438	0	0	0.0391296549775211
Amillepora30429	0	0	0
Amillepora30431	0	0	0
Amillepora30436	0	0	0
Amillepora30435	0	0	0.009600000000000001
Amillepora30441	0	0	0
Amillepora30440	0	-6.802721088435375e-5	0.027657142857142873
Amillepora30444	0	0	0
Amillepora30450	0	0	0.01914686959529574
Amillepora30448	0	0	0
Amillepora30453	0	1.4084507042253522e-5	0.0074507042253521266
Amillepora30456	0	0	0
Amillepora30455	0	0	0
Amillepora30459	0	0	0
Amillepora30463	0	0	0
Amillepora30472	0	0	0
Amillepora30471	0	-2.7972027972027973e-5	0.007888111888111895
Amillepora30469	0	0	0
Amillepora30465	0	0	0
Amillepora30467	0	0	0
Amillepora30466	0	-2.8985507246376814e-5	0.002666666666666667
Amillepora30473	0	-1.6e-5	0.006000000000000004
Amillepora30475	0	0	0
Amillepora34419	0	-2.91970802919708e-5	0.004900900900900922
Amillepora34422	0	0	0
Amillepora33969	0	0	0
Amillepora33965	0	0	0
Amillepora33972	0	0	0
Amillepora33979	0	0	0
Amillepora33986	0	0	0
Amillepora33976	0	0	0
Amillepora37004	0	0	0
Amillepora37002	0	0	0
Amillepora37006	0	0	0
Amillepora37007	0	-4.4563279857397566e-7	0.007059954050552346
Amillepora37691	0	0	0
Amillepora33746	0	0	0
Amillepora33744	0	0	0
Amillepora33741	0	1.4705882352941177e-5	0.012307617418836642
Amillepora33753	0	0	0
Amillepora33754	0	0	0
Amillepora33749	0	-2.9850746268656717e-5	0.003951807228915669
Amillepora33751	0	0	0
Amillepora33750	0	0	0
Amillepora33747	0	0	0
Amillepora33755	0	-1.36986301369863e-5	0.005866666666666667
Amillepora33752	0	0	0
Amillepora33748	0	-1.4084507042253522e-5	0.02209150326797385
Amillepora33774	0	0	0
Amillepora33780	0	0	0.003916666666666672
Amillepora33760	0	0	0
Amillepora33763	0	0	0
Amillepora33761	0	0	0
Amillepora33779	0	0	0
Amillepora33759	0	0	0
Amillepora33756	0	0	0
Amillepora33773	0	2.999768306810561e-4	0.026713141258093032
Amillepora33757	0	0	0
Amillepora33762	0	0	0
Amillepora33771	0	0	0
Amillepora33775	0	0	0.0026666666666666666
Amillepora33769	0	0	0
Amillepora33777	0	0	0
Amillepora33770	0	0	0
Amillepora33772	0	0	0
Amillepora32080	0	0	0
Amillepora32085	0	0	0
Amillepora32088	0	0	0
Amillepora32089	0	0	0.003636363636363637
Amillepora32087	0	0	0
Amillepora32086	0	0	0
Amillepora32093	0	0	0
Amillepora32096	0	0	0.0032
Amillepora32095	0	0	0
Amillepora32097	0	0	0
Amillepora32102	0	0	0
Amillepora32101	0	0	0.011073697193956178
Amillepora33895	0	0	0
Amillepora33898	0	-1.3986013986013986e-5	0.014060606060606062
Amillepora33896	0	3.1496062992125985e-5	0.059240011269518784
Amillepora33892	0	0	0
Amillepora33897	0	0	0
Amillepora33894	0	0	0
Amillepora33893	0	0	0
Amillepora33901	0	0	0
Amillepora33905	0	0	0
Amillepora33902	0	0.0023600737887707834	1.088473780292278
Amillepora33900	0	0	0
Amillepora33899	0	0	0
Amillepora33906	0	0	0.0038750000000000286
Amillepora33904	0	-1.5384615384615384e-5	0.026792255363683935
Amillepora33903	0	0	0
Amillepora33908	0	-6.0606060606060605e-5	0.007460005947071068
Amillepora33911	0	0	0
Amillepora33912	0	0	0
Amillepora33918	0	0	0
Amillepora33914	0	-1.3793103448275862e-5	0.003666666666666668
Amillepora33910	0	3.0534351145038166e-5	0.00814848444971011
Amillepora33919	0	0	0
Amillepora33913	0	4.093631549844458e-4	0.22123905911755243
Amillepora33916	0	0	0
Amillepora33917	0	0	0
Amillepora33920	0	0	0
Amillepora33909	0	0	0
Amillepora31173	0	0	0
Amillepora31172	0	0	0
Amillepora31178	0	0	0
Amillepora31179	0	0	0
Amillepora31180	0	0	0
Amillepora31191	0	-1.36986301369863e-5	0.007872000000000014
Amillepora31188	0	0	0
Amillepora31192	0	0	0
Amillepora34204	0	2.7586206896551723e-5	0.003969230769230762
Amillepora31830	0	7.198683669271902e-7	0.025740740740740748
Amillepora31831	0	1.5267175572519083e-5	0.02629248120300757
Amillepora31824	0	2.9850746268656717e-5	0.021743803418803418
Amillepora31829	0	0	0
Amillepora31827	0	0	0
Amillepora31825	0	7.751937984496124e-5	0.041545060512243166
Amillepora31823	0	0	0
Amillepora31833	0	4.213625748806985e-5	0.007839108603814565
Amillepora31841	0	0	0
Amillepora31835	0	0	0
Amillepora31839	0	0	0
Amillepora31832	0	0	0
Amillepora31840	0	0	0
Amillepora31838	0	0	0
Amillepora31837	0	0	0
Amillepora31844	0	1.4492753623188407e-5	0.031694083694083705
Amillepora31850	0	1.5037593984962406e-5	0.052603098764589476
Amillepora31852	0	0	0
Amillepora31846	0	0	0
Amillepora31848	0	0	0
Amillepora31845	0	1.0071942446043166e-4	0.04643816214008581
Amillepora31847	0	0	0
Amillepora31862	0	0	0
Amillepora31860	0	0	0
Amillepora31855	0	0	0
Amillepora31856	0	-2.91970802919708e-5	0.007799999999999997
Amillepora31858	0	2.9411764705882354e-5	0.02541378619892677
Amillepora31857	0	1.5267175572519083e-5	0.0032
Amillepora31861	0	0	0
Amillepora31854	0	4.677289923191563e-5	0.01546493940188941
Amillepora31859	0	0	0
Amillepora31865	0	0	0.003636363636363637
Amillepora31863	0	0	0
Amillepora31864	0	0	0
Amillepora31870	0	0	0
Amillepora31882	0	0	0
Amillepora31886	0	0	0
Amillepora31891	0	0	0
Amillepora31877	0	0	0
Amillepora31885	0	1.6129032258064517e-5	0.007260351673284177
Amillepora31887	0	0	0
Amillepora31880	0	0	0
Amillepora31884	0	6.25e-5	0.00975
Amillepora31883	0	0	0
Amillepora36891	0	0	0
Amillepora36890	0	0	0
Amillepora36894	0	0	0
Amillepora36892	0	-3.034657164204839e-5	0.006800000000000001
Amillepora36897	0	0	0
Amillepora36898	0	0	0
Amillepora29693	0	0	0.013629629629629627
Amillepora29695	0	0	0
Amillepora29703	0	-1.45985401459854e-5	0.016848000000000012
Amillepora29699	0	3.5561860128363365e-4	0.22628499445028172
Amillepora29698	0	0	0
Amillepora29697	0	-2.8985507246376814e-5	0.014183150183150186
Amillepora29705	0	0	0
Amillepora29707	0	0	0
Amillepora29700	0	0	0
Amillepora29702	0	0	0.0037410628019330827
Amillepora29709	0	0	0
Amillepora29704	0	0	0
Amillepora29706	0	0	0
Amillepora29716	0	0	0
Amillepora29721	0	-1.4084507042253522e-5	0.0052190476190476145
Amillepora29723	0	0	0
Amillepora29727	0	0	0
Amillepora29725	0	0	0
Amillepora29720	0	0	0
Amillepora29726	0	0	0
Amillepora29736	0	0	0
Amillepora29738	0	0	0
Amillepora29730	0	0	0
Amillepora29729	0	2.2530768456707932e-4	0.08350986608782043
Amillepora29732	0	0	0
Amillepora29740	0	1.3605442176870747e-5	0.014171428571428571
Amillepora29737	0	0	0
Amillepora29731	0	1.5625e-5	0.014310559006211178
Amillepora29739	0	0	0
Amillepora29735	0	0	0
Amillepora29743	0	0	0
Amillepora29751	0	0	0
Amillepora29756	0	0	0
Amillepora29753	0	4.225352112676056e-5	0.011006281833616299
Amillepora29749	0	-2.7586206896551723e-5	0.007272727272727274
Amillepora29752	0	0	0
Amillepora29754	0	0	0
Amillepora29750	0	1.258741258741259e-4	0.00953007518797034
Amillepora29744	0	0	0
Amillepora29746	0	0	0
Amillepora29748	0	0	0
Amillepora29761	0	0	0
Amillepora29762	0	0	0
Amillepora29758	0	1.593588892858966e-4	0.07213530352941717
Amillepora29757	0	0	0
Amillepora29763	0	0	0
Amillepora29767	0	0	0
Amillepora29760	0	0	0
Amillepora29759	0	0	0
Amillepora29772	0	0	0
Amillepora29783	0	1.5873015873015872e-5	0.0106923076923077
Amillepora29776	0	0	0
Amillepora29770	0	0	0
Amillepora29777	0	0	0
Amillepora29786	0	0	0
Amillepora29785	0	0	0
Amillepora29780	0	0	0
Amillepora29769	0	2.8985507246376814e-5	0.0067692307692307704
Amillepora29784	0	0	0
Amillepora29782	0	0	0
Amillepora34165	0	0	0
Amillepora34168	0	0	0
Amillepora34171	0	1.3986013986013986e-5	0.012716714939736562
Amillepora34172	0	0	0
Amillepora34175	0	0	0
Amillepora34180	0	0	0.003
Amillepora34096	0	-4.3905383897700423e-7	0.010446907702226838
Amillepora37759	0	0	0
Amillepora29982	0	4.511278195488722e-5	0.010285714285714285
Amillepora29983	0	0	0
Amillepora29988	0	0	0.003963963963963976
Amillepora29993	0	0	0
Amillepora29995	0	0	0
Amillepora29994	0	0	0
Amillepora29990	0	0	0
Amillepora29991	0	0	0
Amillepora29992	0	0	0
Amillepora29997	0	0	0
Amillepora29996	0	0	0
Amillepora29989	0	-2.73972602739726e-5	0.0039661016949188764
Amillepora29998	0	0	0
Amillepora30003	0	0	0
Amillepora30004	0	0	0
Amillepora29999	0	0	0
Amillepora30001	0	0	0
Amillepora30006	0	3.278688524590164e-5	0.007866567828020777
Amillepora30008	0	0	0
Amillepora30009	-0.09084624734231611	0	0
Amillepora30005	0	0	0
Amillepora30007	0	0	0
Amillepora30013	0	0	0
Amillepora30021	0	0	0
Amillepora30022	0	0	0
Amillepora30017	0	0	0
Amillepora30023	0	0	0
Amillepora30015	0	0	0.0075044642857164095
Amillepora30019	0	0	0
Amillepora30028	0	-1.4285714285714285e-5	0.027453071895424824
Amillepora30024	0	0	0.00396521739130435
Amillepora30027	0	0	0
Amillepora30026	0	0	0
Amillepora30029	0	0	0
Amillepora30030	0	0	0
Amillepora30032	0	3.0303030303030302e-5	0.003896851574212889
Amillepora30035	0	0	0
Amillepora30036	0	5.9594630165833116e-5	0.03984331797235024
Amillepora30037	0	0	0
Amillepora30044	0	-4.626148705096073e-5	0.02510508669412991
Amillepora30041	0	-4.411764705882353e-5	0.003826086956521735
Amillepora30039	0	-1.4084507042253522e-5	0.013217391304347828
Amillepora30055	0	0	0
Amillepora30040	0	0	0
Amillepora30070	0	0	0
Amillepora30072	0	0	0
Amillepora30073	0	0	0
Amillepora30067	0	0	0
Amillepora30069	0	0	0.018000000000000002
Amillepora30066	0	0	0
Amillepora30087	0	0	0
Amillepora30091	0	0	0
Amillepora30088	0	0	0
Amillepora30075	0	0	0
Amillepora30092	0	0	0
Amillepora30074	0	0	0
Amillepora30090	0	1.4285714285714285e-5	0.007529411764705927
Amillepora30089	0	-1.5384615384615384e-5	0.003333333333333334
Amillepora34474	0	0	0
Amillepora37029	0	0	0
Amillepora36941	0	1.2885934866251047e-5	0.05075458922277534
Amillepora36946	0	0	0
Amillepora36938	0	0	0
Amillepora36943	0	-3.0534351145038166e-5	0.009000000000000001
Amillepora36939	0	0	0
Amillepora36945	0	1.3709361535448492e-4	0.06777633031010821
Amillepora36947	0	0	0
Amillepora36942	0	0	0
Amillepora36944	0	0	0
Amillepora36948	0	0	0.010642612006483572
Amillepora33189	0	0	0
Amillepora33179	0	3.0534351145038166e-5	0.026947265682331904
Amillepora33188	0	0	0
Amillepora33181	0	2.8169014084507043e-5	0.020495894909689012
Amillepora33187	0	1.3513513513513515e-5	0.00942857142857143
Amillepora33193	0	0	0
Amillepora33190	0	1.4925373134328359e-5	0.0038786473140971795
Amillepora33202	0	0	0
Amillepora33205	0	-4.3165467625899284e-5	0.016969696969696968
Amillepora33210	0	0	0.013556146179401998
Amillepora33246	0	0	0
Amillepora33245	0	0	0
Amillepora33249	0	1.4814814814814815e-5	0.003924211884229805
Amillepora33247	0	0	0
Amillepora33251	0	2.73972602739726e-5	0.01263157894736842
Amillepora33255	0	1.3888888888888888e-5	0.020828571428571422
Amillepora28937	0	0	0
Amillepora28948	0	-1.4925373134328359e-5	0.013870314083080005
Amillepora28949	0	0	0
Amillepora28961	0	0	0
Amillepora28962	0	0	0
Amillepora28963	0	0	0
Amillepora28960	0	-1.5625e-5	0.003333333333333334
Amillepora28964	0	0	0.0039619047619098065
Amillepora28966	0	4.1666666666666665e-5	0.022615384615384627
Amillepora28969	0	-9.814612868047982e-7	0.07082706288025145
Amillepora29003	0	1.4388489208633095e-5	0.003904761904761898
Amillepora29004	0	0	0
Amillepora29007	0	0	0
Amillepora29000	0	0	0
Amillepora28999	0	1.5267175572519083e-5	0.020175764613368643
Amillepora29002	0	0	0
Amillepora29013	0	0	0
Amillepora29011	0	-5.7662658032685786e-5	0.008791956600236829
Amillepora29009	0	5.925925925925926e-5	0.025935318954695873
Amillepora29008	0	0	0
Amillepora29010	0	0	0
Amillepora29012	0	0	0
Amillepora33481	0	-1.5267175572519083e-5	0.005900280112051462
Amillepora33486	0	0	0
Amillepora33485	0	0	0
Amillepora33483	0	0	0
Amillepora33501	0	0	0
Amillepora33490	0	0	0
Amillepora33498	0	0	0
Amillepora33491	0	1.4492753623188407e-5	0.021525525525525523
Amillepora33500	0	0	0
Amillepora33489	0	0	0
Amillepora33495	0	0	0
Amillepora33494	0	0	0
Amillepora33492	0	0	0
Amillepora37023	0	0	0
Amillepora32156	0	0	0
Amillepora32158	0	-1.4705882352941177e-5	0.0035000000000000035
Amillepora32160	0	0	0
Amillepora32159	0	0	0
Amillepora32157	0	0	0
Amillepora32165	0	0	0
Amillepora32167	0	0	0
Amillepora32170	0	0	0
Amillepora32168	0	0	0
Amillepora32169	0	0	0
Amillepora32171	0	0	0
Amillepora32172	0	0	0
Amillepora32166	0	0	0.003845930232563603
Amillepora32164	0	0	0
Amillepora32161	0	-5.8524949763004094e-5	0.032788813192189785
Amillepora32162	0	1.3793103448275862e-5	0.003636363636363637
Amillepora32163	0	0	0
Amillepora32174	0	0	0
Amillepora32176	0	0	0
Amillepora32178	0	1.3709359859077555e-4	0.09130271739050459
Amillepora32175	0	-1.4285714285714285e-5	0.023621388200927185
Amillepora32177	0	0	0
Amillepora32181	0	0	0
Amillepora32182	0	0	0
Amillepora32186	0	1.6187363834422659e-4	0.08875155765337
Amillepora32179	0	0	0
Amillepora32184	0	0	0
Amillepora32185	0	0	0
Amillepora32187	0	0	0
Amillepora32189	0	0	0.0038637694851204854
Amillepora32183	0	0	0
Amillepora32196	0	1.3432835820895522e-4	0.02118159806295401
Amillepora32193	0	0	0
Amillepora32190	0	-1.4814814814814815e-5	0.003804371584699453
Amillepora32195	0	0	0
Amillepora32202	0	0	0
Amillepora32203	0	0	0
Amillepora32208	0	0	0
Amillepora32198	0	0	0
Amillepora32194	0	0	0
Amillepora32197	0	0	0
Amillepora32204	0	0	0
Amillepora32191	0	-2.8985507246376814e-5	0.021677419354838717
Amillepora32201	0	-3.1746031746031745e-5	0.010246679316888056
Amillepora32206	0	0	0
Amillepora32423	0	0	0
Amillepora32425	0	0	0
Amillepora32426	0	0	0
Amillepora32424	0	0	0.013333333333333329
Amillepora32422	0	0	0
Amillepora32427	0	0	0
Amillepora32439	0	0	0
Amillepora32442	0	0	0
Amillepora32432	0	0	0.014460975609757384
Amillepora32430	0	0	0
Amillepora32434	0	0	0
Amillepora32447	0	0	0
Amillepora32444	0	0	0
Amillepora32446	0	0	0
Amillepora32445	0	0	0
Amillepora32443	0	0	0
Amillepora32452	0	0	0
Amillepora33921	0	0	0
Amillepora33924	0	0	0
Amillepora33927	0	0	0
Amillepora33938	0	0	0
Amillepora33936	0	0	0
Amillepora33941	0	0	0
Amillepora37056	0	0	0
Amillepora37055	0	0	0
Amillepora32548	0	0	0
Amillepora32549	0	3.0303030303030302e-5	0.016457142857142854
Amillepora32550	0	0	0
Amillepora32551	0	0	0
Amillepora32553	0	0	0
Amillepora32555	0	0	0
Amillepora32559	0	0	0
Amillepora32563	0	0	0
Amillepora32558	0	0	0
Amillepora32556	0	0	0
Amillepora32557	0	0	0
Amillepora32560	0	0	0
Amillepora32561	0	0	0
Amillepora32562	0	-1.4388489208633095e-5	0.006857142857142859
Amillepora32554	0	0	0
Amillepora32569	0	0	0
Amillepora32565	0	0	0
Amillepora32566	0	2.857142857142857e-5	0.011117192982456139
Amillepora32571	0	0	0
Amillepora32567	0	0	0
Amillepora32568	0	0	0
Amillepora32573	0	1.5873015873015872e-5	0.0038941213653602915
Amillepora32575	0	0	0
Amillepora32572	0	0	0
Amillepora32580	0	0	0
Amillepora32574	0	-1.3605442176870747e-5	0.02009302325581399
Amillepora32578	0	0	0
Amillepora32581	0	0	0
Amillepora32582	0	0	0
Amillepora32576	0	0	0
Amillepora32577	0	0	0
Amillepora32589	0	0	0
Amillepora32586	0	0	0
Amillepora32585	0	-1.3333333333333335e-5	0.003
Amillepora32591	0	0	0
Amillepora32592	0	0	0.0026666666666666666
Amillepora32593	0	0	0
Amillepora32588	0	0	0
Amillepora32594	0	1.5873015873015872e-5	0.006545454545454547
Amillepora32587	0	0	0
Amillepora29472	0	0	0
Amillepora29475	0	0	0
Amillepora29487	0	4.64424616792496e-5	0.011619092962216932
Amillepora29482	0	0	0
Amillepora29481	0	1.4388489208633095e-5	0.008
Amillepora29486	0	0	0
Amillepora29479	0	0	0
Amillepora29477	0	0	0
Amillepora29480	0	2.91970802919708e-5	0.018336562578124643
Amillepora29485	0	0	0
Amillepora29478	0	0	0
Amillepora29488	0	-1.4184397163120568e-5	0.007850467289719632
Amillepora29492	0	0	0
Amillepora29490	0	0	0
Amillepora29489	0	0	0
Amillepora29493	0	0	0
Amillepora29505	0	0	0
Amillepora29504	0	0	0
Amillepora29508	0	0	0
Amillepora29507	0	0	0
Amillepora29494	0	0	0
Amillepora29506	0	6.015037593984962e-5	0.015074508296495622
Amillepora29510	0	-2.9850746268656717e-5	0.026017101458519407
Amillepora29518	0	0	0.007862068965517239
Amillepora29514	0	0	0
Amillepora29515	0	0	0
Amillepora29517	0	0	0.013541666666666664
Amillepora29521	0	-4.2474177094589095e-5	0.017695104271216674
Amillepora29523	0	0	0
Amillepora29524	0	0	0
Amillepora29533	0	0	0
Amillepora29532	0	0	0
Amillepora29534	0	0	0
Amillepora29526	0	0	0
Amillepora29531	0	0	0.03006350251433696
Amillepora29527	0	0	0
Amillepora29540	0	0	0
Amillepora29535	0	0	0
Amillepora29539	0	0	0
Amillepora29537	0	0	0
Amillepora29538	0	0	0
Amillepora29536	0	0	0
Amillepora29558	0	0	0
Amillepora29560	0	0	0
Amillepora29557	0	1.36986301369863e-5	0.007043089430894375
Amillepora29559	0	0	0
Amillepora29549	0	0	0
Amillepora29553	0	0	0
Amillepora29551	0	0	0
Amillepora29552	0	0	0
Amillepora29550	0	0	0
Amillepora29541	0	0	0
Amillepora29556	0	0	0
Amillepora29555	0	0	0
Amillepora29554	0	1.3605442176870747e-5	0.008634983040396378
Amillepora29542	0	0	0
Amillepora32927	0	0	0
Amillepora32928	0	0	0
Amillepora32930	0	5.83941605839416e-5	0.016670821256038665
Amillepora32942	0	0	0
Amillepora32934	0	0	0
Amillepora32949	0	2.962962962962963e-5	0.006000000000000002
Amillepora33574	0	0	0
Amillepora33571	0	0	0
Amillepora33575	0	0	0
Amillepora33576	0	0	0.003849410131858207
Amillepora33577	0	0	0
Amillepora33572	0	0	0
Amillepora33581	0	1.0041647771123886e-4	0.07402775451870196
Amillepora33580	0	0	0
Amillepora33578	0	0	0
Amillepora33579	0	0	0
Amillepora33582	0	0	0.011733333333333353
Amillepora33592	0	0	0
Amillepora33589	0	0	0
Amillepora33596	0	0	0
Amillepora33584	0	0	0
Amillepora33591	0	0	0
Amillepora33588	0	0	0
Amillepora33587	0	4.4594674245584937e-4	0.09956036023719161
Amillepora33595	0	0	0
Amillepora33593	0	-2.7586206896551723e-5	0.005333333333333333
Amillepora33583	0	0	0
Amillepora33586	0	0	0
Amillepora33590	0	-2.9411764705882354e-5	0.02407017543859651
Amillepora33594	0	0	0
Amillepora33597	0	-1.5037593984962406e-5	0.022355552274796395
Amillepora34317	0	0	0
Amillepora34316	0	-1.4705882352941177e-5	0.0105760869565218
Amillepora34314	0	2.8985507246376814e-5	0.006545454545454547
Amillepora34315	0	2.8169014084507043e-5	0.002666666666666667
Amillepora34318	0	0	0
Amillepora34334	0	0	0
Amillepora34327	0	0	0
Amillepora34326	0	0	0
Amillepora34340	0	0	0
Amillepora34330	0	0	0
Amillepora34328	0	0	0.0032
Amillepora34337	0	-1.5267175572519083e-5	0.007659574468085111
Amillepora33674	0	1.4925373134328359e-5	0.011319947800150488
Amillepora33676	0	-3.2e-5	0.014222222222222221
Amillepora33686	0	1.4705882352941177e-5	0.02950641997775753
Amillepora33685	0	0	0
Amillepora33688	0	0	0
Amillepora33120	0	0	0
Amillepora33122	0	0	0
Amillepora33125	0	0	0
Amillepora33123	0	0	0
Amillepora33132	0	-1.4925373134328359e-5	0.010560000000000002
Amillepora33128	0	-1.36986301369863e-5	0.01659891598915989
Amillepora33126	0	0	0
Amillepora33134	0	0	0.003965811965811952
Amillepora37350	0	-2.877697841726619e-5	0.007855855855858606
Amillepora37351	0	0	0
Amillepora37924	0	0	0
Amillepora32107	0	-1.4184397163120568e-5	0.02796985558896682
Amillepora32105	0	0	0.0033333333333333357
Amillepora32109	0	0	0
Amillepora32106	0	0	0.0032
Amillepora32108	0	0	0
Amillepora32113	0	1.3888888888888888e-5	0.007368325203252056
Amillepora32117	0	0	0
Amillepora32110	0	0	0
Amillepora32115	0	0	0
Amillepora32111	0	0	0
Amillepora32116	0	0	0
Amillepora32114	0	0	0
Amillepora32127	0	0	0
Amillepora32125	0	0	0
Amillepora32126	0	0	0
Amillepora32124	0	0	0
Amillepora32120	0	0	0
Amillepora32119	0	8.408210367465188e-4	0.5415466664543029
Amillepora32122	0	0	0
Amillepora32121	0	0	0
Amillepora32118	0	0	0.015106751954513185
Amillepora32130	0	0	0
Amillepora32134	0	0	0
Amillepora32131	0	0	0
Amillepora32128	0	0	0
Amillepora32133	0	0	0
Amillepora32132	0	0	0
Amillepora32136	0	0	0
Amillepora32152	0	0	0
Amillepora32138	0	0	0
Amillepora32150	0	0	0
Amillepora32147	0	3.2520325203252037e-5	0.03197922077922082
Amillepora32148	0	0	0
Amillepora32146	0	0	0
Amillepora32135	0	0	0
Amillepora32141	0	0	0
Amillepora32149	0	0	0
Amillepora32153	0	0	0
Amillepora32137	0	0	0
Amillepora32143	0	-8.823529411764706e-5	0.00987096774193548
Amillepora32154	0	0	0
Amillepora32142	0	-1.3986013986013986e-5	0.0032
Amillepora32151	0	0	0
Amillepora32144	0	3.076923076923077e-5	0.015037468905472622
Amillepora30356	0	0	0
Amillepora30352	0	0	0
Amillepora30350	0	0	0
Amillepora30351	0	0	0
Amillepora30360	0	0	0
Amillepora30357	0	2.9850746268656717e-5	0.01869342129375113
Amillepora30361	0	0	0.010780834072759532
Amillepora30353	0	0	0
Amillepora30362	0	0	0
Amillepora30369	0	0	0
Amillepora30364	0	4e-5	0.007670467662130463
Amillepora30377	0	0	0
Amillepora30374	0	0	0
Amillepora30371	0	0	0
Amillepora30379	0	0	0
Amillepora30380	0	0	0
Amillepora30382	0	0	0
Amillepora30381	0	0	0
Amillepora30384	0	0	0.02384006734006735
Amillepora30387	0	0	0
Amillepora30397	0	0	0
Amillepora30391	0	0	0
Amillepora30389	0	0	0
Amillepora30399	0	0	0
Amillepora30388	0	0	0
Amillepora30395	0	4.379562043795621e-5	0.003911982570806117
Amillepora30401	0	0	0
Amillepora30418	0	0	0
Amillepora30411	0	0	0.003
Amillepora30409	0	2.775476387738194e-4	0.1257028100097822
Amillepora30412	0	0	0.006227027027027035
Amillepora30422	0	1.3793103448275862e-5	0.02101313320825517
Amillepora30414	0	0	0
Amillepora30416	0	0	0
Amillepora30407	0	0	0
Amillepora30404	0	0	0
Amillepora30405	0	2.581330546847788e-4	0.24820468823429703
Amillepora30410	0	0	0
Amillepora30408	0	0	0.003970370370370347
Amillepora30417	0	0	0
Amillepora30406	0	0	0
Amillepora30420	0	1.4084507042253522e-5	0.0039710144927614125
Amillepora30413	0	0	0
Amillepora30419	0	-1.4492753623188407e-5	0.003916280902203994
Amillepora30415	0	0	0
Amillepora30402	0	0	0
Amillepora33222	0	0	0
Amillepora32011	0	0	0
Amillepora32010	0	0	0.01336363636363636
Amillepora32009	0	0	0
Amillepora32008	0	1.0051781906792568e-4	0.023972240599406176
Amillepora32015	0	0	0
Amillepora32013	0	0	0
Amillepora32012	0	0	0
Amillepora32022	0	0	0
Amillepora32020	0	4.195804195804196e-5	0.024666666666666663
Amillepora32018	0	0	0
Amillepora32021	0	0	0
Amillepora32017	0	0	0
Amillepora32019	0	0	0
Amillepora32023	0	7.246376811594203e-5	0.0232902255639098
Amillepora32025	0	0	0
Amillepora32027	0	0	0
Amillepora32026	0	0	0
Amillepora32024	0	0	0
Amillepora32029	0	0	0.003428571428571429
Amillepora32028	0	0	0
Amillepora32033	0	0	0
Amillepora32043	0	0	0
Amillepora32038	0	0	0
Amillepora32037	0	0	0.003
Amillepora32041	0	1.4492753623188407e-5	0.006222222222222225
Amillepora32039	0	0	0
Amillepora32042	0	0	0.008400000000000003
