"Date Time, GMT+10:00","Temp, °C (LGR S/N: 9826668, SEN S/N: 9826668, LBL: temp)","Intensity, lum/ft² (LGR S/N: 9826668, SEN S/N: 9826668, LBL: light)"
12/12/18 15:53,35.115,2
12/12/18 15:58,35.009,2
12/12/18 16:03,35.009,2
12/12/18 16:08,34.903,2
12/12/18 16:13,34.796,2
12/12/18 16:18,34.796,2
12/12/18 16:23,34.691,2
12/12/18 16:28,34.691,2
12/12/18 16:33,34.691,2
12/12/18 16:38,34.691,2
12/12/18 16:43,34.585,2
12/12/18 16:48,34.585,2
12/12/18 16:53,34.585,2
12/12/18 16:58,34.585,2
12/12/18 17:03,34.479,114
12/12/18 17:08,34.163,108
12/12/18 17:13,33.953,103
12/12/18 17:18,33.639,75
12/12/18 17:23,33.535,97
12/12/18 17:28,33.222,0
12/12/18 17:33,32.911,0
12/12/18 17:38,32.6,0
12/12/18 17:43,32.394,3
12/12/18 17:48,32.086,2
12/12/18 17:53,31.88,102
12/12/18 17:58,31.064,83
12/12/18 18:03,30.356,69
12/12/18 18:08,29.853,52
12/12/18 18:13,29.552,31
12/12/18 18:18,29.252,26
12/12/18 18:23,29.152,22
12/12/18 18:28,28.953,10
12/12/18 18:33,28.853,6
12/12/18 18:38,28.853,3
12/12/18 18:43,28.754,1
12/12/18 18:48,28.754,0
12/12/18 18:53,28.754,0
12/12/18 18:58,28.754,0
12/12/18 19:03,28.655,0
12/12/18 19:08,28.655,0
12/12/18 19:13,28.655,0
12/12/18 19:18,28.655,0
12/12/18 19:23,28.655,0
12/12/18 19:28,28.655,0
12/12/18 19:33,28.655,0
12/12/18 19:38,28.655,0
12/12/18 19:43,28.655,0
12/12/18 19:48,28.655,0
12/12/18 19:53,28.655,0
12/12/18 19:58,28.655,0
12/12/18 20:03,28.655,0
12/12/18 20:08,28.655,0
12/12/18 20:13,28.655,0
12/12/18 20:18,28.655,0
12/12/18 20:23,28.655,0
12/12/18 20:28,28.655,0
12/12/18 20:33,28.655,0
12/12/18 20:38,28.655,0
12/12/18 20:43,28.655,0
12/12/18 20:48,28.655,0
12/12/18 20:53,28.655,0
12/12/18 20:58,28.655,0
12/12/18 21:03,28.555,0
12/12/18 21:08,28.555,0
12/12/18 21:13,28.555,0
12/12/18 21:18,28.555,0
12/12/18 21:23,28.555,0
12/12/18 21:28,28.555,0
12/12/18 21:33,28.555,0
12/12/18 21:38,28.555,0
12/12/18 21:43,28.555,0
12/12/18 21:48,28.555,0
12/12/18 21:53,28.555,0
12/12/18 21:58,28.555,0
12/12/18 22:03,28.555,0
12/12/18 22:08,28.555,0
12/12/18 22:13,28.555,0
12/12/18 22:18,28.555,0
12/12/18 22:23,28.456,0
12/12/18 22:28,28.456,0
12/12/18 22:33,28.456,0
12/12/18 22:38,28.456,0
12/12/18 22:43,28.456,0
12/12/18 22:48,28.456,0
12/12/18 22:53,28.456,0
12/12/18 22:58,28.456,0
12/12/18 23:03,28.456,0
12/12/18 23:08,28.456,0
12/12/18 23:13,28.456,0
12/12/18 23:18,28.456,0
12/12/18 23:23,28.456,0
12/12/18 23:28,28.456,0
12/12/18 23:33,28.456,0
12/12/18 23:38,28.456,0
12/12/18 23:43,28.456,0
12/12/18 23:48,28.456,2
12/12/18 23:53,28.456,0
12/12/18 23:58,28.357,1
12/13/18 0:03,28.357,1
12/13/18 0:08,28.357,2
12/13/18 0:13,28.357,2
12/13/18 0:18,28.258,3
12/13/18 0:23,28.159,1
12/13/18 0:28,28.06,0
12/13/18 0:33,27.961,1
12/13/18 0:38,27.862,5
12/13/18 0:43,27.764,7
12/13/18 0:48,27.665,2
12/13/18 0:53,27.567,0
12/13/18 0:58,27.665,0
12/13/18 1:03,27.862,0
12/13/18 1:08,27.961,0
12/13/18 1:13,28.06,0
12/13/18 1:18,28.159,0
12/13/18 1:23,28.159,0
12/13/18 1:28,28.258,0
12/13/18 1:33,28.258,0
12/13/18 1:38,28.258,0
12/13/18 1:43,28.258,0
12/13/18 1:48,28.357,0
12/13/18 1:53,28.357,0
12/13/18 1:58,28.357,0
12/13/18 2:03,28.357,0
12/13/18 2:08,28.357,0
12/13/18 2:13,28.357,0
12/13/18 2:18,28.357,0
12/13/18 2:23,28.357,0
12/13/18 2:28,28.357,0
12/13/18 2:33,28.357,0
12/13/18 2:38,28.357,0
12/13/18 2:43,28.357,0
12/13/18 2:48,28.357,0
12/13/18 2:53,28.258,0
12/13/18 2:58,28.258,0
12/13/18 3:03,28.258,0
12/13/18 3:08,28.258,0
12/13/18 3:13,28.258,0
12/13/18 3:18,28.258,0
12/13/18 3:23,28.258,0
12/13/18 3:28,28.258,0
12/13/18 3:33,28.258,0
12/13/18 3:38,28.258,0
12/13/18 3:43,28.258,0
12/13/18 3:48,28.159,0
12/13/18 3:53,28.159,0
12/13/18 3:58,28.159,0
12/13/18 4:03,28.159,0
12/13/18 4:08,28.159,0
12/13/18 4:13,28.258,0
12/13/18 4:18,28.258,0
12/13/18 4:23,28.258,0
12/13/18 4:28,28.258,0
12/13/18 4:33,28.258,0
12/13/18 4:38,28.258,0
12/13/18 4:43,28.258,0
12/13/18 4:48,28.159,0
12/13/18 4:53,28.258,0
12/13/18 4:58,28.258,0
12/13/18 5:03,28.258,0
12/13/18 5:08,28.258,0
12/13/18 5:13,28.258,0
12/13/18 5:18,28.258,0
12/13/18 5:23,28.258,0
12/13/18 5:28,28.159,0
12/13/18 5:33,28.258,0
12/13/18 5:38,28.159,1
12/13/18 5:43,28.159,3
12/13/18 5:48,28.159,5
12/13/18 5:53,28.159,10
12/13/18 5:58,28.159,16
12/13/18 6:03,28.159,26
12/13/18 6:08,28.159,34
12/13/18 6:13,28.258,37
12/13/18 6:18,28.258,40
12/13/18 6:23,28.258,44
12/13/18 6:28,28.258,45
12/13/18 6:33,28.258,44
12/13/18 6:38,28.258,41
12/13/18 6:43,28.258,29
12/13/18 6:48,28.258,22
12/13/18 6:53,28.258,17
12/13/18 6:58,28.258,20
12/13/18 7:03,28.258,23
12/13/18 7:08,28.258,35
12/13/18 7:13,28.258,40
12/13/18 7:18,28.258,39
12/13/18 7:23,28.258,50
12/13/18 7:28,28.258,47
12/13/18 7:33,28.357,45
12/13/18 7:38,28.357,80
12/13/18 7:43,28.357,48
12/13/18 7:48,28.357,72
12/13/18 7:53,28.357,106
12/13/18 7:58,28.357,97
12/13/18 8:03,28.357,88
12/13/18 8:08,28.357,89
12/13/18 8:13,28.357,91
12/13/18 8:18,28.456,184
12/13/18 8:23,28.456,208
12/13/18 8:28,28.456,136
12/13/18 8:33,28.357,79
12/13/18 8:38,28.357,101
12/13/18 8:43,28.357,152
12/13/18 8:48,28.357,144
12/13/18 8:53,28.357,160
12/13/18 8:58,28.357,176
12/13/18 9:03,28.456,416
12/13/18 9:08,28.456,232
12/13/18 9:13,28.555,432
12/13/18 9:18,28.456,216
12/13/18 9:23,28.456,288
12/13/18 9:28,28.555,304
12/13/18 9:33,28.555,288
12/13/18 9:38,28.555,416
12/13/18 9:43,28.853,1088
12/13/18 9:48,28.853,768
12/13/18 9:53,29.053,864
12/13/18 9:58,29.152,896
12/13/18 10:03,29.252,864
12/13/18 10:08,29.152,576
12/13/18 10:13,29.252,800
12/13/18 10:18,29.252,768
12/13/18 10:23,29.252,800
12/13/18 10:28,29.152,480
12/13/18 10:33,29.152,672
12/13/18 10:38,29.252,576
12/13/18 10:43,29.152,480
12/13/18 10:48,29.252,1536
12/13/18 10:53,28.853,1
12/13/18 10:58,28.754,1
12/13/18 11:03,28.754,1
12/13/18 11:08,28.754,1
12/13/18 11:13,28.655,1
12/13/18 11:18,28.655,2
12/13/18 11:23,28.655,1
12/13/18 11:28,28.655,1
12/13/18 11:33,28.555,1
12/13/18 11:38,28.555,1
12/13/18 11:43,28.555,1
12/13/18 11:48,28.555,1
12/13/18 11:53,28.555,24
12/13/18 11:58,30.054,123
12/13/18 12:03,31.472,123
12/13/18 12:08,32.497,122
12/13/18 12:13,33.326,118
12/13/18 12:18,33.953,102
12/13/18 12:23,34.268,100
12/13/18 12:28,34.374,94
12/13/18 12:33,34.374,93
12/13/18 12:38,34.903,92
12/13/18 12:43,34.691,92
12/13/18 12:48,34.585,91
12/13/18 12:53,34.585,85
12/13/18 12:58,34.691,83
12/13/18 13:03,34.163,82
12/13/18 13:08,34.268,80
12/13/18 13:13,34.374,78
12/13/18 13:18,34.268,78
12/13/18 13:23,34.163,76
12/13/18 13:28,34.479,75
12/13/18 13:33,34.058,74
12/13/18 13:38,34.268,73
12/13/18 13:43,34.479,72
12/13/18 13:48,34.058,71
12/13/18 13:53,34.268,70
12/13/18 13:58,34.374,69
12/13/18 14:03,34.479,68
12/13/18 14:08,34.479,67
12/13/18 14:13,34.585,66
12/13/18 14:18,34.585,65
12/13/18 14:23,34.058,63
12/13/18 14:28,34.058,62
12/13/18 14:33,34.374,62
12/13/18 14:38,34.585,61
12/13/18 14:43,34.585,61
12/13/18 14:48,34.374,60
12/13/18 14:53,34.479,59
12/13/18 14:58,34.374,55
12/13/18 15:03,34.268,51
12/13/18 15:08,34.058,61
12/13/18 15:13,34.268,53
12/13/18 15:18,34.163,57
12/13/18 15:23,33.535,66
12/13/18 15:28,33.118,49
12/13/18 15:33,33.43,53
12/13/18 15:38,33.535,50
12/13/18 15:43,33.639,44
12/13/18 15:48,33.639,43
12/13/18 15:53,33.535,40
12/13/18 15:58,33.326,37
12/13/18 16:03,33.014,36
12/13/18 16:08,32.807,34
12/13/18 16:13,32.394,41
12/13/18 16:18,32.394,41
12/13/18 16:23,32.394,41
12/13/18 16:28,32.291,40
12/13/18 16:33,32.188,32
12/13/18 16:38,32.086,29
12/13/18 16:43,31.88,28
12/13/18 16:48,31.778,25
12/13/18 16:53,31.676,23
12/13/18 16:58,31.574,21
12/13/18 17:03,31.472,20
12/13/18 17:08,31.37,17
12/13/18 17:13,31.268,15
12/13/18 17:18,31.064,13
12/13/18 17:23,30.963,10
12/13/18 17:28,30.76,8
12/13/18 17:33,30.659,5
12/13/18 17:38,30.457,3
12/13/18 17:43,30.255,1
12/13/18 17:48,30.154,0
12/13/18 17:53,30.054,0
12/13/18 17:58,29.953,0
12/13/18 18:03,29.853,0
12/13/18 18:08,29.752,0
12/13/18 18:13,29.652,0
12/13/18 18:18,29.652,0
12/13/18 18:23,29.552,0
12/13/18 18:28,29.452,0
12/13/18 18:33,29.452,0
