gene,inMod
Amillepora09172,0
Amillepora20043,0
Amillepora03524,0
Amillepora08355,0
Amillepora24420,0
Amillepora12768,0
Amillepora31665,1
Amillepora22243,0
Amillepora16701,0
Amillepora12526,0
Amillepora21629,0
Amillepora05711,0
Amillepora21996,0
Amillepora19805,0
Amillepora15354,0
Amillepora05350,0
Amillepora04874,0
Amillepora01408,0
Amillepora08716,0
Amillepora12640,0
Amillepora29602,0
Amillepora10174,0
Amillepora32120,0
Amillepora22081,0
Amillepora25362,0
Amillepora17061,0
Amillepora07236,0
Amillepora08272,0
Amillepora14045,0
Amillepora13309,0
Amillepora05396,0
Amillepora07317,0
Amillepora03013,0
Amillepora24223,0
Amillepora06999,0
Amillepora06493,0
Amillepora13117,0
Amillepora16367,0
Amillepora12603,0
Amillepora28550,0
Amillepora12273,0
Amillepora04928,0
Amillepora08119,0
Amillepora02704,0
Amillepora04732,0
Amillepora33710,0
Amillepora07904,0
Amillepora06436,0
Amillepora01363,0
Amillepora14186,0
Amillepora22690,0
Amillepora35339,0
Amillepora26249,0
Amillepora27806,0
Amillepora15852,0
Amillepora24412,0
Amillepora05810,0
Amillepora30787,0
Amillepora36555,0
Amillepora09627,0
Amillepora38188,0
Amillepora13034,0
Amillepora10355,0
Amillepora05475,0
Amillepora01728,0
Amillepora14618,0
Amillepora07640,0
Amillepora31666,0
Amillepora16495,0
Amillepora03463,0
Amillepora09031,0
Amillepora33538,0
Amillepora05845,0
Amillepora25005,0
Amillepora20490,0
Amillepora20029,0
Amillepora04493,0
Amillepora24808,0
Amillepora32892,1
Amillepora29043,0
Amillepora24154,0
Amillepora15775,0
Amillepora13314,0
Amillepora10482,0
Amillepora01813,0
Amillepora08486,0
Amillepora07435,0
Amillepora32133,0
Amillepora23416,0
Amillepora21045,0
Amillepora33708,0
Amillepora29433,0
Amillepora00156,0
Amillepora19672,0
Amillepora27780,0
Amillepora20770,0
Amillepora14552,0
Amillepora09054,0
Amillepora25591,1
Amillepora16191,0
Amillepora25770,0
Amillepora33996,0
Amillepora10412,0
Amillepora14109,0
Amillepora25102,0
Amillepora06742,0
Amillepora32285,0
Amillepora26293,0
Amillepora16808,0
Amillepora13962,0
Amillepora02931,0
Amillepora23653,0
Amillepora25993,0
Amillepora12643,0
Amillepora24975,0
Amillepora04767,0
Amillepora10099,0
Amillepora35658,1
Amillepora16206,0
Amillepora04668,1
Amillepora05906,0
Amillepora30438,0
Amillepora31884,1
Amillepora12512,0
Amillepora25717,0
Amillepora03978,0
Amillepora05770,0
Amillepora21419,0
Amillepora21981,0
Amillepora26933,0
Amillepora10234,1
Amillepora18288,0
Amillepora21431,0
Amillepora05133,0
Amillepora30416,0
Amillepora20033,0
Amillepora23371,0
Amillepora03555,1
Amillepora23370,0
Amillepora22552,0
Amillepora37088,0
Amillepora30728,0
Amillepora15378,0
Amillepora33749,0
Amillepora05300,0
Amillepora18331,0
Amillepora23368,0
Amillepora03466,0
Amillepora20301,0
Amillepora23470,0
Amillepora23252,0
Amillepora09730,0
Amillepora06755,1
Amillepora02652,0
Amillepora21960,0
Amillepora08883,0
Amillepora05197,0
Amillepora37170,0
Amillepora03144,0
Amillepora27203,0
Amillepora08037,0
Amillepora32066,0
Amillepora04624,0
Amillepora33972,0
Amillepora26996,0
Amillepora28805,0
Amillepora04828,0
Amillepora06725,0
Amillepora11188,0
Amillepora10951,0
Amillepora21301,0
Amillepora37093,0
Amillepora04981,1
Amillepora00767,0
Amillepora11903,0
Amillepora17896,0
Amillepora14100,1
Amillepora24636,0
Amillepora06114,0
Amillepora25573,0
Amillepora22489,0
Amillepora27620,0
Amillepora24809,1
Amillepora31886,0
Amillepora01784,0
Amillepora05134,0
Amillepora06549,0
Amillepora05850,0
Amillepora16202,0
Amillepora11363,0
Amillepora30903,0
Amillepora08061,0
Amillepora02634,0
Amillepora16861,0
Amillepora13013,0
Amillepora24321,0
Amillepora25606,0
Amillepora15104,0
Amillepora21865,0
Amillepora08880,0
Amillepora22211,0
Amillepora00937,0
Amillepora05623,0
Amillepora07254,0
Amillepora11669,0
Amillepora04667,0
Amillepora00147,0
Amillepora30485,0
Amillepora35687,0
Amillepora20363,0
Amillepora10490,0
Amillepora03179,0
Amillepora29649,0
Amillepora20199,0
Amillepora07051,0
Amillepora16542,0
Amillepora25324,0
Amillepora36977,0
Amillepora04385,0
Amillepora16305,0
Amillepora20737,0
Amillepora36257,1
Amillepora07784,0
Amillepora18874,0
Amillepora34054,0
Amillepora21360,0
Amillepora25140,0
Amillepora34299,0
Amillepora20373,0
Amillepora04743,0
Amillepora06041,0
Amillepora23504,0
Amillepora12813,0
Amillepora06059,0
Amillepora06653,0
Amillepora03632,0
Amillepora14616,0
Amillepora05399,0
Amillepora01207,0
Amillepora10357,0
Amillepora09411,0
Amillepora03763,0
Amillepora32341,0
Amillepora07007,0
Amillepora08919,0
Amillepora19555,0
Amillepora12446,0
Amillepora26968,0
Amillepora01018,0
Amillepora05833,0
Amillepora12423,0
Amillepora02858,0
Amillepora17756,0
Amillepora00867,1
Amillepora03917,0
Amillepora35344,0
Amillepora04508,0
Amillepora34442,0
Amillepora00681,0
Amillepora13462,0
Amillepora23554,0
Amillepora20041,0
Amillepora06468,0
Amillepora14262,0
Amillepora13163,1
Amillepora05220,0
Amillepora00321,0
Amillepora30472,0
Amillepora05421,0
Amillepora23479,0
Amillepora02525,0
Amillepora30444,0
Amillepora08708,0
Amillepora26061,0
Amillepora09539,1
Amillepora13784,1
Amillepora03723,0
Amillepora24612,0
Amillepora23375,0
Amillepora04826,0
Amillepora05416,0
Amillepora10734,1
Amillepora25415,0
Amillepora09555,0
Amillepora28679,0
Amillepora18050,0
Amillepora00096,0
Amillepora19782,0
Amillepora05681,0
Amillepora02708,0
Amillepora22042,0
Amillepora06144,0
Amillepora07114,0
Amillepora00519,0
Amillepora07783,0
Amillepora18863,0
Amillepora07480,0
Amillepora03528,0
Amillepora08051,0
Amillepora23476,0
Amillepora19767,0
Amillepora10069,1
Amillepora29695,0
Amillepora27462,0
Amillepora20351,0
Amillepora25037,0
Amillepora20840,0
Amillepora22527,0
Amillepora36897,0
Amillepora05774,0
Amillepora07241,0
Amillepora04849,0
Amillepora08543,0
Amillepora11022,0
Amillepora25791,0
Amillepora14885,0
Amillepora30878,0
Amillepora36374,0
Amillepora14710,0
Amillepora03386,0
Amillepora09101,0
Amillepora09619,0
Amillepora23420,0
Amillepora05048,1
Amillepora13023,0
Amillepora08405,0
Amillepora23491,0
Amillepora10917,0
Amillepora13452,0
Amillepora25321,0
Amillepora04476,0
Amillepora03533,0
Amillepora33552,0
Amillepora19209,0
Amillepora01231,0
Amillepora16252,0
Amillepora29436,0
Amillepora26031,0
Amillepora02809,0
Amillepora15526,0
Amillepora37847,0
Amillepora08695,0
Amillepora30496,0
Amillepora24972,0
Amillepora13459,0
Amillepora03164,0
Amillepora26092,0
Amillepora12344,0
Amillepora23686,0
Amillepora05116,0
Amillepora25485,0
Amillepora26094,0
Amillepora20886,0
Amillepora00276,0
Amillepora31419,0
Amillepora05444,0
Amillepora16702,0
Amillepora14360,1
Amillepora17909,0
Amillepora05717,0
Amillepora31308,0
Amillepora24616,0
Amillepora17771,0
Amillepora02562,0
Amillepora10003,0
Amillepora02690,0
Amillepora09441,0
Amillepora25865,0
Amillepora05778,0
Amillepora23277,0
Amillepora12437,0
Amillepora19083,0
Amillepora31397,0
Amillepora32548,0
Amillepora02589,0
Amillepora18838,0
Amillepora11137,0
Amillepora02867,0
Amillepora08920,0
Amillepora37769,0
Amillepora24605,0
Amillepora10600,0
Amillepora18500,0
Amillepora22019,0
Amillepora00948,0
Amillepora14434,0
Amillepora07914,1
Amillepora00302,0
Amillepora07745,0
Amillepora12983,0
Amillepora17938,0
Amillepora26578,0
Amillepora25733,0
Amillepora33894,0
Amillepora25097,0
Amillepora08352,0
Amillepora22109,0
Amillepora25103,0
Amillepora16319,1
Amillepora37649,0
Amillepora07684,1
Amillepora24155,1
Amillepora25671,0
Amillepora06658,1
Amillepora15198,0
Amillepora18786,0
Amillepora28840,0
Amillepora14332,0
Amillepora01206,0
Amillepora20629,0
Amillepora18199,0
Amillepora05464,0
Amillepora10230,1
Amillepora07807,0
Amillepora26074,0
Amillepora21930,0
Amillepora00025,1
Amillepora01586,0
Amillepora18385,0
Amillepora23738,0
Amillepora11141,0
Amillepora20952,0
Amillepora10837,0
Amillepora06328,0
Amillepora36402,0
Amillepora23578,0
Amillepora03017,0
Amillepora13120,0
Amillepora13264,0
Amillepora23437,0
Amillepora28535,1
Amillepora32401,0
Amillepora14832,0
Amillepora23939,0
Amillepora25450,0
Amillepora06524,0
Amillepora06382,0
Amillepora24224,0
Amillepora31673,0
Amillepora07183,0
Amillepora19722,1
Amillepora25477,0
Amillepora15257,0
Amillepora15096,0
Amillepora03909,0
Amillepora18637,0
Amillepora28831,0
Amillepora29008,1
Amillepora22276,0
Amillepora15024,0
Amillepora03592,0
Amillepora25083,0
Amillepora23122,0
Amillepora18047,0
Amillepora23347,0
Amillepora17087,0
Amillepora23183,0
Amillepora05456,1
Amillepora14690,0
Amillepora04907,0
Amillepora04435,0
Amillepora04825,0
Amillepora04684,0
Amillepora14588,0
Amillepora29583,0
Amillepora15203,0
Amillepora25526,0
Amillepora10941,0
Amillepora28966,0
Amillepora02440,0
Amillepora26140,0
Amillepora03986,0
Amillepora07883,0
Amillepora34980,0
Amillepora21524,0
Amillepora05911,0
Amillepora09115,0
Amillepora16225,0
Amillepora30597,0
Amillepora05632,0
Amillepora27517,0
Amillepora13195,0
Amillepora21009,0
Amillepora21043,0
Amillepora19156,0
Amillepora16366,0
Amillepora07695,0
Amillepora07169,0
Amillepora05718,0
Amillepora03177,0
Amillepora15490,0
Amillepora28204,1
Amillepora20996,0
Amillepora12683,0
Amillepora13501,0
Amillepora08840,0
Amillepora09626,0
Amillepora10151,0
Amillepora05457,0
Amillepora06132,0
Amillepora02812,0
Amillepora06058,0
Amillepora05915,0
Amillepora03732,0
Amillepora02929,0
Amillepora18080,0
Amillepora16936,0
Amillepora01607,0
Amillepora04474,0
Amillepora20877,0
Amillepora21978,0
Amillepora08730,0
Amillepora33436,0
Amillepora06503,0
Amillepora13975,0
Amillepora36701,0
Amillepora00852,1
Amillepora13003,0
Amillepora19423,0
Amillepora21505,0
Amillepora04051,0
Amillepora12479,0
Amillepora34438,0
Amillepora00939,0
Amillepora06179,0
Amillepora14182,0
Amillepora03238,0
Amillepora18885,1
Amillepora20409,0
Amillepora15285,0
Amillepora22223,0
Amillepora25323,0
Amillepora34310,0
Amillepora00646,0
Amillepora15058,0
Amillepora08944,0
Amillepora23774,0
Amillepora23204,0
Amillepora03489,0
Amillepora35665,0
Amillepora09109,0
Amillepora05903,0
Amillepora01353,0
Amillepora20224,0
Amillepora35273,0
Amillepora20182,0
Amillepora25258,0
Amillepora24123,0
Amillepora06181,0
Amillepora15177,0
Amillepora23236,0
Amillepora26148,1
Amillepora03235,0
Amillepora18297,0
Amillepora03979,0
Amillepora01737,0
Amillepora07617,0
Amillepora21118,0
Amillepora00768,0
Amillepora20734,0
Amillepora03181,0
Amillepora23475,0
Amillepora20060,0
Amillepora22881,0
Amillepora07034,0
Amillepora05752,0
Amillepora07086,0
Amillepora26177,0
Amillepora04824,0
Amillepora09370,1
Amillepora14726,0
Amillepora14591,0
Amillepora14042,0
Amillepora10509,0
Amillepora14704,0
Amillepora33591,0
Amillepora05435,0
Amillepora15814,0
Amillepora11086,0
Amillepora09111,0
Amillepora12996,0
Amillepora08211,0
Amillepora12527,0
Amillepora05993,0
Amillepora34440,0
Amillepora01111,0
Amillepora22544,0
Amillepora09051,0
Amillepora10954,0
Amillepora09861,0
Amillepora12240,0
Amillepora13790,0
Amillepora32458,0
Amillepora06420,0
Amillepora02735,0
Amillepora16470,0
Amillepora08416,1
Amillepora37429,0
Amillepora14166,0
Amillepora12202,0
Amillepora10952,0
Amillepora03955,0
Amillepora20412,0
Amillepora21523,0
Amillepora32335,0
Amillepora18942,0
Amillepora01601,0
Amillepora21133,0
Amillepora21507,0
Amillepora22560,0
Amillepora23927,0
Amillepora22410,0
Amillepora01462,0
Amillepora23629,0
Amillepora01369,0
Amillepora03037,1
Amillepora34510,0
Amillepora06758,1
Amillepora06898,0
Amillepora15184,0
Amillepora25234,0
Amillepora26990,0
Amillepora26695,0
Amillepora02932,0
Amillepora11038,0
Amillepora32896,0
Amillepora01099,0
Amillepora04461,0
Amillepora32161,0
Amillepora24853,0
Amillepora14226,0
Amillepora09419,0
Amillepora27400,0
Amillepora27959,1
Amillepora26554,0
Amillepora08608,0
Amillepora23177,1
Amillepora16973,1
Amillepora21331,0
Amillepora27445,0
Amillepora03316,0
Amillepora24666,0
Amillepora24974,0
Amillepora33751,1
Amillepora28038,0
Amillepora33349,0
Amillepora13744,0
Amillepora15502,0
Amillepora06778,0
Amillepora03762,0
Amillepora28080,0
Amillepora02019,0
Amillepora27048,0
Amillepora23440,0
Amillepora12679,0
Amillepora04299,0
Amillepora04778,0
Amillepora03309,0
Amillepora36056,0
Amillepora32121,0
Amillepora04324,0
Amillepora10693,0
Amillepora05284,0
Amillepora00727,0
Amillepora16333,0
Amillepora04704,0
Amillepora29448,0
Amillepora04953,0
Amillepora23190,0
Amillepora19418,0
Amillepora13235,0
Amillepora20887,0
Amillepora15380,0
Amillepora25463,0
Amillepora08262,0
Amillepora09486,0
Amillepora32254,0
Amillepora20819,0
Amillepora24603,0
Amillepora07811,0
Amillepora14115,0
Amillepora27037,1
Amillepora25479,0
Amillepora10873,0
Amillepora12293,0
Amillepora14777,0
Amillepora09420,0
Amillepora04788,0
Amillepora25585,0
Amillepora12957,0
Amillepora17017,0
Amillepora23489,0
Amillepora14787,0
Amillepora13562,0
Amillepora03672,0
Amillepora03925,0
Amillepora08403,0
Amillepora16400,0
Amillepora11293,1
Amillepora18797,0
Amillepora28732,0
Amillepora10919,0
Amillepora32171,0
Amillepora12807,0
Amillepora23427,0
Amillepora30439,0
Amillepora03760,0
Amillepora25250,0
Amillepora11974,0
Amillepora06486,0
Amillepora08192,0
Amillepora01581,0
Amillepora09726,1
Amillepora37089,0
Amillepora00070,0
Amillepora24767,0
Amillepora26019,0
Amillepora05721,0
Amillepora08089,0
Amillepora15118,0
Amillepora27466,0
Amillepora36613,0
Amillepora27255,0
Amillepora12938,0
Amillepora06813,0
Amillepora27195,0
Amillepora16815,0
Amillepora36727,0
Amillepora32669,0
Amillepora26555,0
Amillepora26988,0
Amillepora03464,0
Amillepora15327,0
Amillepora19049,0
Amillepora03026,1
Amillepora20338,0
Amillepora18534,0
Amillepora20403,0
Amillepora27836,0
Amillepora31847,0
Amillepora13353,1
Amillepora31050,0
Amillepora09770,0
Amillepora04747,0
Amillepora20981,0
Amillepora20226,0
Amillepora21545,0
Amillepora02373,0
Amillepora08275,0
Amillepora22099,0
Amillepora16896,0
Amillepora25237,0
Amillepora10883,0
Amillepora06692,0
Amillepora00146,0
Amillepora21026,0
Amillepora21042,0
Amillepora19239,0
Amillepora01989,0
Amillepora12018,0
Amillepora06023,0
Amillepora17870,0
Amillepora38209,0
Amillepora27619,0
Amillepora05449,0
Amillepora33400,0
Amillepora16948,0
Amillepora27781,0
Amillepora09067,0
Amillepora09075,0
Amillepora26613,0
Amillepora27807,0
Amillepora14330,0
Amillepora01605,0
Amillepora06364,0
Amillepora18412,0
Amillepora10945,0
Amillepora21942,0
Amillepora20101,0
Amillepora26560,0
Amillepora15337,0
Amillepora16925,0
Amillepora07494,0
Amillepora35801,0
Amillepora05182,0
Amillepora11245,0
Amillepora12495,0
Amillepora20189,0
Amillepora23598,0
Amillepora17951,0
Amillepora11779,0
Amillepora22647,0
Amillepora33549,0
Amillepora22016,0
Amillepora27200,0
Amillepora09561,0
Amillepora19572,0
Amillepora05687,0
Amillepora24452,0
Amillepora33371,0
Amillepora24812,0
Amillepora21895,0
Amillepora32624,0
Amillepora07101,0
Amillepora34175,0
Amillepora26039,0
Amillepora05814,0
Amillepora36178,0
Amillepora07930,0
Amillepora19916,0
Amillepora23070,0
Amillepora15652,0
Amillepora04069,0
Amillepora28569,0
Amillepora10605,0
Amillepora03496,0
Amillepora36098,0
Amillepora13205,0
Amillepora28830,0
Amillepora08467,0
Amillepora21113,0
Amillepora04341,0
Amillepora02892,0
Amillepora27004,0
Amillepora07445,0
Amillepora37850,0
Amillepora16703,0
Amillepora05051,0
Amillepora03756,0
Amillepora11385,0
Amillepora05877,0
Amillepora36176,0
Amillepora02935,0
Amillepora04220,0
Amillepora20883,0
Amillepora16601,0
Amillepora10402,0
Amillepora19575,0
Amillepora10757,1
Amillepora18570,0
Amillepora24118,0
Amillepora10792,0
Amillepora11125,0
Amillepora17073,0
Amillepora06476,0
Amillepora32912,0
Amillepora23113,0
Amillepora07529,0
Amillepora09733,0
Amillepora16037,0
Amillepora04395,0
Amillepora22055,0
Amillepora05995,0
Amillepora32262,0
Amillepora30483,0
Amillepora22631,0
Amillepora29427,0
Amillepora05942,0
Amillepora24482,0
Amillepora08621,0
Amillepora00447,0
Amillepora09610,0
Amillepora09413,0
Amillepora21908,0
Amillepora14111,0
Amillepora09081,1
Amillepora10763,0
Amillepora19859,0
Amillepora04768,0
Amillepora25678,0
Amillepora09231,0
Amillepora00274,0
Amillepora07008,0
Amillepora31675,0
Amillepora05796,0
Amillepora16739,0
Amillepora16325,0
Amillepora05712,0
Amillepora15791,0
Amillepora13788,0
Amillepora31840,0
Amillepora10776,0
Amillepora00935,0
Amillepora21673,0
Amillepora24708,0
Amillepora21326,0
Amillepora23048,0
Amillepora20942,0
Amillepora37436,0
Amillepora06260,0
Amillepora15265,0
Amillepora18827,1
Amillepora16231,0
Amillepora07136,0
Amillepora22478,0
Amillepora26579,0
Amillepora10562,0
Amillepora21299,0
Amillepora06308,0
Amillepora23530,0
Amillepora00970,0
Amillepora04790,0
Amillepora37924,0
Amillepora25646,0
Amillepora24781,0
Amillepora11969,0
Amillepora25736,0
Amillepora26673,0
Amillepora22209,0
Amillepora35715,0
Amillepora29423,0
Amillepora34422,0
Amillepora09704,0
Amillepora01343,0
Amillepora15693,0
Amillepora12599,0
Amillepora13494,0
Amillepora05119,0
Amillepora10661,0
Amillepora15237,0
Amillepora07486,0
Amillepora24805,0
Amillepora21543,0
Amillepora26851,0
Amillepora18407,0
Amillepora06657,0
Amillepora10388,0
Amillepora36342,0
Amillepora08877,0
Amillepora13175,0
Amillepora32920,0
Amillepora23281,0
Amillepora06820,1
Amillepora11228,0
Amillepora31929,0
Amillepora24227,0
Amillepora12544,0
Amillepora33784,0
Amillepora07038,0
Amillepora06195,0
Amillepora23565,0
Amillepora18390,0
Amillepora16857,0
Amillepora02197,0
Amillepora05337,0
Amillepora00582,0
Amillepora24980,0
Amillepora04901,0
Amillepora10669,0
Amillepora27201,0
Amillepora09078,0
Amillepora27817,0
Amillepora34627,0
Amillepora17112,0
Amillepora06951,0
Amillepora05208,0
Amillepora06227,0
Amillepora24513,0
Amillepora30397,0
Amillepora09110,0
Amillepora25679,0
Amillepora10400,0
Amillepora36553,0
Amillepora05434,1
Amillepora06751,1
Amillepora16914,0
Amillepora21358,0
Amillepora07683,0
Amillepora13132,0
Amillepora03294,0
Amillepora12563,0
Amillepora14866,0
Amillepora02487,0
Amillepora16354,0
Amillepora21497,0
Amillepora30415,0
Amillepora15678,0
Amillepora09471,0
Amillepora27442,0
Amillepora02774,0
Amillepora33564,0
Amillepora16801,0
Amillepora24806,0
Amillepora09480,0
Amillepora09740,0
Amillepora20213,1
Amillepora25905,0
Amillepora22330,0
Amillepora06416,1
Amillepora24511,0
Amillepora26296,0
Amillepora20153,0
Amillepora31676,1
Amillepora09084,0
Amillepora15614,0
Amillepora35592,0
Amillepora12454,0
Amillepora21051,0
Amillepora01211,0
Amillepora06661,0
Amillepora19467,0
Amillepora33942,0
Amillepora20626,0
Amillepora04711,0
Amillepora08419,0
Amillepora13990,0
Amillepora06736,1
Amillepora03483,0
Amillepora25232,0
Amillepora10688,0
Amillepora26102,0
Amillepora16229,0
Amillepora24371,0
Amillepora12436,0
Amillepora28937,0
Amillepora09211,0
Amillepora20807,0
Amillepora09482,0
Amillepora17013,0
Amillepora29623,0
Amillepora19984,0
Amillepora13766,1
Amillepora24485,0
Amillepora01873,0
Amillepora20260,0
Amillepora03523,0
Amillepora06066,0
Amillepora15324,0
Amillepora20017,0
Amillepora29356,1
Amillepora02772,0
Amillepora17755,0
Amillepora14444,0
Amillepora08318,0
Amillepora07049,0
Amillepora22115,0
Amillepora10118,0
Amillepora11185,0
Amillepora07498,0
Amillepora16766,0
Amillepora33222,0
Amillepora18752,0
Amillepora17868,0
Amillepora05188,0
Amillepora26543,0
Amillepora10576,0
Amillepora13724,0
Amillepora02885,0
Amillepora10624,0
Amillepora25025,0
Amillepora21552,0
Amillepora08867,0
Amillepora13155,0
Amillepora18938,1
Amillepora09032,0
Amillepora14714,0
Amillepora20005,0
Amillepora14886,0
Amillepora33551,0
Amillepora03389,0
Amillepora14633,0
Amillepora03767,0
Amillepora09248,0
Amillepora04008,0
Amillepora06735,0
Amillepora05427,0
Amillepora23461,0
Amillepora12297,0
Amillepora06361,0
Amillepora19011,1
Amillepora04733,0
Amillepora10775,0
Amillepora31111,0
Amillepora29067,0
Amillepora04383,0
Amillepora23559,0
Amillepora09049,0
Amillepora10604,0
Amillepora11133,0
Amillepora24000,0
Amillepora04882,0
Amillepora18679,0
Amillepora00275,0
Amillepora27150,0
Amillepora03905,0
Amillepora36339,0
Amillepora03793,0
Amillepora21500,0
Amillepora20471,0
Amillepora21887,0
Amillepora07810,0
Amillepora32625,0
Amillepora13227,0
Amillepora06357,0
Amillepora14551,0
Amillepora10499,0
Amillepora08135,0
Amillepora10523,0
Amillepora27566,0
Amillepora11586,0
Amillepora23280,0
Amillepora35307,0
Amillepora18445,0
Amillepora30381,0
Amillepora25826,1
Amillepora22387,0
Amillepora30754,0
Amillepora04639,0
Amillepora10997,0
Amillepora02869,0
Amillepora04472,0
Amillepora00167,0
Amillepora30964,0
Amillepora15075,0
Amillepora38037,0
Amillepora25579,0
Amillepora12504,0
Amillepora23572,0
Amillepora25004,0
Amillepora15103,0
Amillepora06306,0
Amillepora05402,0
Amillepora20555,0
Amillepora23217,0
Amillepora25994,0
Amillepora09066,0
Amillepora26130,0
Amillepora21897,0
Amillepora12705,0
Amillepora11661,0
Amillepora34648,0
Amillepora06652,0
Amillepora05388,0
Amillepora32543,0
Amillepora07661,0
Amillepora37285,0
Amillepora09222,1
Amillepora00669,0
Amillepora33738,0
Amillepora05922,0
Amillepora06992,0
Amillepora23673,0
Amillepora03448,0
Amillepora20091,0
Amillepora07799,0
Amillepora02773,0
Amillepora16732,0
Amillepora21999,0
Amillepora18139,0
Amillepora30537,0
Amillepora04596,0
Amillepora04401,0
Amillepora09065,0
Amillepora09928,1
Amillepora01366,0
Amillepora15736,0
Amillepora07297,0
Amillepora00469,0
Amillepora13167,1
Amillepora05874,0
Amillepora29010,0
Amillepora19687,0
Amillepora19620,0
Amillepora29795,0
Amillepora26098,0
Amillepora13046,0
Amillepora37444,0
Amillepora31506,0
Amillepora27493,0
Amillepora16907,1
Amillepora27414,0
Amillepora35261,1
Amillepora13490,0
Amillepora02791,0
Amillepora04587,0
Amillepora30729,0
Amillepora12450,0
Amillepora10538,0
Amillepora04750,0
Amillepora01415,0
Amillepora00315,0
Amillepora20460,0
Amillepora13041,0
Amillepora01215,0
Amillepora02604,0
Amillepora23419,0
Amillepora23230,0
Amillepora00760,0
Amillepora06431,0
Amillepora06727,0
Amillepora14181,0
Amillepora28117,0
Amillepora19659,0
Amillepora00356,0
Amillepora27060,1
Amillepora20411,0
Amillepora05008,1
Amillepora18779,0
Amillepora15612,0
Amillepora12540,0
Amillepora03934,0
Amillepora22605,0
Amillepora19697,1
Amillepora33522,0
Amillepora29342,0
Amillepora14849,0
Amillepora22486,0
Amillepora35423,0
Amillepora03571,0
Amillepora09173,0
Amillepora18393,0
Amillepora24971,0
Amillepora35752,0
Amillepora08711,0
Amillepora08661,0
Amillepora22230,0
Amillepora33093,0
Amillepora22283,0
Amillepora03051,0
Amillepora18004,0
Amillepora00262,1
Amillepora34502,0
Amillepora26489,0
Amillepora23592,0
Amillepora05290,0
Amillepora06935,0
Amillepora19179,0
Amillepora35333,0
Amillepora28104,0
Amillepora03888,0
Amillepora10525,0
Amillepora25394,0
Amillepora07687,0
Amillepora19544,0
Amillepora33532,0
Amillepora27029,0
Amillepora01067,0
Amillepora07514,0
Amillepora08846,0
Amillepora15271,0
Amillepora06354,0
Amillepora25867,0
Amillepora25639,0
Amillepora10244,1
Amillepora24226,0
Amillepora18533,0
Amillepora23490,0
Amillepora22524,0
Amillepora21253,1
Amillepora06945,0
Amillepora18301,0
Amillepora11050,0
Amillepora05209,0
Amillepora00446,0
Amillepora34505,0
Amillepora03910,0
Amillepora16929,0
Amillepora19213,0
Amillepora33877,1
Amillepora05362,0
Amillepora12602,0
Amillepora18064,1
Amillepora15400,0
Amillepora02217,0
Amillepora11079,0
Amillepora26124,0
Amillepora35342,0
Amillepora28865,0
Amillepora34053,0
Amillepora06520,0
Amillepora04829,0
Amillepora20066,0
Amillepora12734,0
Amillepora07259,1
Amillepora05301,0
Amillepora20478,0
Amillepora03203,0
Amillepora06366,0
Amillepora17015,0
Amillepora32517,0
Amillepora16492,1
Amillepora01459,0
Amillepora04813,0
Amillepora34527,0
Amillepora10573,0
Amillepora24873,0
Amillepora08770,0
Amillepora29823,0
Amillepora31173,0
Amillepora21615,1
Amillepora34732,0
Amillepora34734,0
Amillepora14662,0
Amillepora08610,0
Amillepora03949,0
Amillepora10261,1
Amillepora29552,0
Amillepora16943,1
Amillepora04329,1
Amillepora16353,1
Amillepora07829,0
Amillepora15476,0
Amillepora09945,0
Amillepora17887,0
Amillepora07719,0
Amillepora13180,0
Amillepora34102,0
Amillepora26455,0
Amillepora24999,0
Amillepora15773,0
Amillepora27260,0
Amillepora20621,0
Amillepora03504,0
Amillepora23962,0
Amillepora14228,0
Amillepora33901,0
Amillepora19383,0
Amillepora32170,0
Amillepora22485,0
Amillepora20783,0
Amillepora20990,0
Amillepora19006,0
Amillepora19044,0
Amillepora06904,0
Amillepora22677,0
Amillepora09982,0
Amillepora21321,0
Amillepora04481,0
Amillepora19062,0
Amillepora06623,0
Amillepora21998,0
Amillepora14683,0
Amillepora10098,0
Amillepora23561,0
Amillepora30377,0
Amillepora24088,0
Amillepora16858,0
Amillepora26584,0
Amillepora11154,0
Amillepora06232,0
Amillepora17339,0
Amillepora06330,0
Amillepora36011,0
Amillepora29073,0
Amillepora14006,0
Amillepora20428,0
Amillepora17782,0
Amillepora18562,0
Amillepora23390,0
Amillepora14317,0
Amillepora03826,0
Amillepora21145,0
Amillepora02891,0
Amillepora24608,0
Amillepora14730,0
Amillepora32578,0
Amillepora36561,0
Amillepora29443,0
Amillepora23380,0
Amillepora18159,0
Amillepora03385,0
Amillepora11204,0
Amillepora16446,0
Amillepora01727,0
Amillepora14209,0
Amillepora08284,0
Amillepora32097,0
Amillepora27294,0
Amillepora24318,0
Amillepora35897,0
Amillepora31883,0
Amillepora07796,0
Amillepora25354,0
Amillepora07615,0
Amillepora15558,0
Amillepora03369,0
Amillepora29846,0
Amillepora24453,0
Amillepora12226,0
Amillepora24842,0
Amillepora14193,0
Amillepora09997,0
Amillepora37956,0
Amillepora25954,0
Amillepora00235,0
Amillepora07500,0
Amillepora06651,0
Amillepora08354,0
Amillepora32153,0
Amillepora17766,0
Amillepora22005,0
Amillepora19743,0
Amillepora06845,0
Amillepora04745,0
Amillepora29625,0
Amillepora35527,0
Amillepora05891,0
Amillepora02902,0
Amillepora25658,0
